"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Georgia",NA,"37552; eth_HISPANIC/LATINO:3995; eth_NON-HISPANIC/LATINO:19313; eth_UNKNOWN:14244",NA,NA,NA,"AI/AN:47; ASIAN:546; BLACK:13077; NH/PI:20; OTHER:2110; UNKNOWN:10375; WHITE:11377",NA,NA,"1609; eth_HISPANIC/LATINO:58; eth_NON-HISPANIC/LATINO:1481; eth_UNKNOWN:70","AI/AN:4; ASIAN:27; BLACK:785; NH/PI:2; OTHER:26; UNKNOWN:50; WHITE:715",".:3; 22:2; 25:1; 26:2; 27:1; 28:1; 29:3; 30:2; 31:4; 32:2; 33:6; 34:5; 35:2; 36:3; 37:3; 38:3; 39:1; 40:2; 42:3; 43:4; 44:7; 45:7; 46:5; 47:3; 48:13; 49:13; 50:9; 51:6; 52:6; 53:16; 54:15; 55:12; 56:19; 57:14; 58:22; 59:18; 60:17; 61:26; 62:30; 63:40; 64:25; 65:41; 66:36; 67:34; 68:45; 69:28; 70:41; 71:45; 72:28; 73:53; 74:43; 75:53; 76:40; 77:43; 78:52; 79:50; 8:1; 80:34; 81:47; 82:47; 83:51; 84:49; 85:54; 86:25; 87:39; 88:29; 89:38; 90+:187","FEMALE:758; MALE:851","No:77; Unknown:517; Yes:1015","6835",NA,NA,NA,"webpage",NA,"05/17/2020"
"Hawaii","41788","639",NA,NA,NA,"AI/AN:0; ASIAN:0.29; BLACK:0.01; MULTI:0.28; OTHER:0.01; PI:0.15; UNKNOWN:0; WHITE:0.26","0-19:33; 20-39:214; 40-59:221; 60+:171",NA,"17",NA,NA,NA,NA,"82",NA,"0-19:1; 20-39:7; 40-59:23; 60+:51",NA,"manual",NA,"05/16/2020"
"Idaho","36456","2419",NA,NA,NA,"AI/AN:0.0132; ASIAN:0.0235; BLACK:0.0183; MULTI:0.039; OTHER:0.1387; UNKNOWN:0; WHITE:0.7656","0-17:112; 18-29:500; 30-39:390; 40-49:394; 50-59:394; 60-69:295; 70-79:170; 80+:161","FEMALE:1322; MALE:1092","73","AI/AN:0; ASIAN:2; BLACK:1; MULTI:0; OTHER:0; UNKNOWN:0; WHITE:70","0-17:0; 18-29:0; 30-39:0; 40-49:0; 50-59:2; 60-69:9; 70-79:15; 80+:47","FEMALE:35; MALE:38",NA,"213",NA,NA,NA,"manual",NA,"05/16/2020"
"Illinois","581944; Unknown:40601; <20:33478; 20-29:75792; 30-39:89503; 40-49:87670; 50-59:92986; 60-69:77380; 70-79:46369; 80+:38165; Male:230963; Female:292398; Unknown/Left Blank:58583; White:137109; Black:53940; Left Blank:305395; Other:22778; Asian:9563; Hispanic:52227; NH/PI*:506; AI/AN**:426","94191",20295,1734,48,"AI/AN:159; ASIAN:2830; BLACK:16616; HISPANIC:27763; NH/PI:219; OTHER:3643; UNKNOWN:23743; WHITE:19218","0-20:5126; 20-29:14243; 30-39:15437; 40-49:17115; 50-59:17006; 60-69:11841; 70-79:6665; 80+:6694; UNKNOWN:64","FEMALE:47296; MALE:44809; UNKNOWN/OTHER:2086","4177","AI/AN:7; ASIAN:194; BLACK:1316; HISPANIC:747; NH/PI:2; OTHER:31; UNKNOWN:95; WHITE:1785","0-20:3; 20-29:18; 30-39:62; 40-49:142; 50-59:354; 60-69:729; 70-79:1020; 80+:1849; UNKNOWN:0","FEMALE:1862; MALE:2310; UNKNOWN/OTHER:5",NA,NA,NA,NA,NA,"webpage",NA,"05/17/2020"
"Indiana","177243","27778; eth_Hispanic or Latino:3010; eth_Not Hispanic or Latino:9964; eth_Unknown:14804",63,505,6,"ASIAN:404; BLACK:3911; OTHER:4605; UNKNOWN:6318; WHITE:12540","0-19:989; 20-29:3756; 30-39:4389; 40-49:4736; 50-59:4806; 60-69:3707; 70-79:2395; 80+:2976; UNKNOWN:24","FEMALE:14258; MALE:12822; UNKNOWN/OTHER:698","1607; eth_Hispanic or Latino:25; eth_Not Hispanic or Latino:897; eth_Unknown:685","ASIAN:7; BLACK:250; OTHER:185; UNKNOWN:119; WHITE:1046","0-19:2; 20-29:3; 30-39:12; 40-49:30; 50-59:94; 60-69:263; 70-79:396; 80+:807; UNKNOWN:0","FEMALE:747; MALE:824; UNKNOWN/OTHER:36",NA,NA,NA,NA,NA,"interactive","beds_all_occupied_beds_covid_19:1246; beds_icu_total:2725; beds_icu_occupied_beds_covid_19:441; bed_occupied_icu_non_covid:1241; beds_available_icu_beds_total:1043; vents_total:3064; vents_all_in_use_covid_19:205; vents_non_covid_pts_on_vents:406; vents_all_available_vents_not_in_use:2453","05/16/2020"
"Iowa","96300","14328",NA,NA,NA,"AI/AN:0; ASIAN:0.1; BLACK:0.12; MULTI:0; OTHER:0.22; UNKNOWN:0; WHITE:0.56","0-17:0.03; 18-40:0.42; 41-60:0.37; 61-80:0.14; 80+:0.05","FEMALE:0.46; MALE:0.5","346","AI/AN:0.0058; ASIAN:0.029; BLACK:0.0551; MULTI:0.1101; OTHER:0; UNKNOWN:0.1101; WHITE:0.7797","0-17:0; 18-40:0.0203; 41-60:0.1014; 61-80:0.4116; 80+:0.4667","FEMALE:0.4754; MALE:0.5246",NA,NA,NA,NA,NA,"manual",NA,"05/16/2020"
"Kansas","61488","7886",NA,NA,NA,"AI/AN:25; ASIAN:449; BLACK:822; MULTI:0; OTHER:184; UNKNOWN:1720; WHITE:4686","0-9:152; 10-17:234; 18-24:944; 25-34:1503; 35-44:1502; 45-54:1420; 55-64:1146; 65-74:498; 75-84:256; 85+:217; UNKNOWN:14","FEMALE:3287; MALE:4392","172","AI/AN:1; ASIAN:1; BLACK:53; MULTI:0; OTHER:2; UNKNOWN:10; WHITE:105","0-9:0; 10-17:0; 18-24:0; 25-34:0; 35-44:5; 45-54:7; 55-64:25; 65-74:30; 75-84:39; 85+:66; UNKNOWN:NA","FEMALE:84; MALE:88",NA,"724","AI/AN:5; ASIAN:23; BLACK:157; MULTI:0; WHITE:464; NA:75","0-9:4; 10-17:0; 18-24:11; 25-34:31; 35-44:79; 45-54:108; 55-64:159; 65-74:139; 75-84:104; 85+:89; UNKNOWN:NA",NA,"manual",NA,"05/16/2020"
"Kentucky","129405","7688; eth_Hispanic:13.56%; eth_Non-Hispanic:86.44%",NA,NA,NA,"AI/AN:5e-04; ASIAN:0.0597; BLACK:0.1477; MULTI:0.0522; NH:9e-04; WHITE:0.739","0-9:104; 10-19:244; 20-29:1019; 30-39:1189; 40-49:1249; 50-59:1158; 60-69:927; 70-79:623; 80+:643; UNKNOWN:532","FEMALE:3772; MALE:3663; UNKNOWN/OTHER:253","334",NA,"0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:5; 50-59:22; 60-69:53; 70-79:78; 80+:174; UNKNOWN:0","FEMALE:190; MALE:143; UNKNOWN/OTHER:1",NA,"1504",NA,"0-9:16; 10-19:42; 20-29:179; 30-39:198; 40-49:219; 50-59:283; 60-69:217; 70-79:152; 80+:156; UNKNOWN:42","FEMALE:860; MALE:641; UNKNOWN/OTHER:3","arcgis","icu_0-9:0; icu_10-19:1; icu_20-29:7; icu_30-39:15; icu_40-49:16; icu_50-59:44; icu_60-69:54; icu_70-79:57; icu_80+:22; icu_Unconfi:0; icu_F:99; icu_M:116; icu_U:1; recovered:2768; total_icu:216","05/13/2020"
"Louisiana","265170","34432",NA,315,NA,NA,"0-18:595; 18-29:4212; 30-39:5469; 40-49:5737; 50-59:6452; 60-69:5590; 70+:6377","FEMALE:0.55; MALE:0.4; UNKNOWN/OTHER:0.05","2425; Unknown:17.26%; Hispanic/Latino:1.75%; Non-Hispanic/Latino:81.00%","AI/AN:1; ASIAN:18; BLACK:1256; NH/PI:5; OTHER:17; UNKNOWN:19; WHITE:924","0-18:2; 18-29:9; 30-39:42; 40-49:92; 50-59:210; 60-69:442; 70+:1628","FEMALE:0.452; MALE:0.5446; UNKNOWN/OTHER:0.0031","x (deaths); Asthma:3.69%; Cancer:6.79%; Cardiac Disease:18.78%; Chronic Kidney Disease:18.41%; Congestive Heart Failure:11.21%; Diabetes:33.14%; Hypertension:53.42%; Neurological:6.65%; Pulmonary:10.62%",NA,NA,NA,NA,"arcgis + tableau + downloadable csv","HospVent_In Use:481; HospVent_Still Available:1590; Bed_In Use:8441; Bed_Still Available:6147; ICU_In Use:1248; ICU_Still Available:830","05/17/2020"
"Maine",NA,"1687",NA,NA,NA,"AI/AN:2; ASIAN/PI:22; BLACK:140; MULTI:3; OTHER:37; UNKNOWN:331; WHITE:980","0-20:58; 20-29:203; 30-39:212; 40-49:258; 50-59:324; 60-69:262; 70-79:187; 80+:183","FEMALE:885; MALE:802; UNKNOWN/OTHER:0","70",NA,NA,NA,NA,"216",NA,NA,NA,"tableau and interactive webpage","eth_Hispanic:44; eth_Not Hispanic:973; eth_Not Disclosed:498; curr_Total Hospitalized:37; curr_In Critical Care:16; curr_On a Ventilator:11; Available Critical Care Beds:173; Total Critical Care Beds:359; Available Ventilators:257; Total Ventilators:311; Alternative Ventilators:426; recovered:1","05/17/2020"
"Maryland","194926","38804",NA,NA,NA,"HISPANIC:8907; NH ASIAN:752; NH BLACK:12052; NH OTHER:1852; NH WHITE:8058; UNKNOWN:7183","0-9:778; 10-19:1480; 20-29:5143; 30-39:7072; 40-49:6958; 50-59:6484; 60-69:4744; 70-79:3189; 80+:2956","FEMALE:20211; MALE:18593","1876","HISPANIC:154; NH ASIAN:67; NH BLACK:777; NH OTHER:23; NH WHITE:779; UNKNOWN:76","20-29:10; 30-39:23; 40-49:51; 50-59:124; 60-69:295; 70-79:459; 80+:841; UNKNOWN:73","FEMALE:931; MALE:945",NA,"6993",NA,NA,NA,"arcgis + webpage","Number of probable deaths :116; Currently hospitalized :1460; Acute care :898; Intensive care :562; Released from isolation :2816","05/17/2020"
"Massachusetts","448089","84933",12410,1512,113,"HISPANIC:14043; NH ASIAN:1527; NH BLACK:7362; NH OTHER:3584; NH WHITE:21470; UNKNOWN:36947","0-19:3319; 20-29:10874; 30-39:12564; 40-49:12220; 50-59:13737; 60-69:11303; 70-79:7951; 80+:12735; UNKNOWN:230","FEMALE:46252; MALE:37318; UNKNOWN/OTHER:1363","5705; Hosp_Yes:3198; Hosp_No:660; Hosp_Unknown:1847; Preexist_Yes:2573; Preexist_No:43; Preexist_Unknown:3089","HISPANIC:347; NH ASIAN:93; NH BLACK:288; NH OTHER:178; NH WHITE:2283; UNKNOWN:2516","0-19:0; 20-29:7; 30-39:17; 40-49:50; 50-59:203; 60-69:560; 70-79:1291; 80+:3577; UNKNOWN:0","FEMALE:2948; MALE:2749",NA,"8398","NH ASIAN:231; NH BLACK:812; NH WHITE:3126; NA:4287","0-19:58; 20-29:195; 30-39:390; 40-49:619; 50-59:1152; 60-69:1579; 70-79:1826; 80+:2636; UNKNOWN:1",NA,"pdf","Cases.in.Residents.Healthcare.Workers.of.LTCFs:17989; facilities:342; Deaths.Reported.in.LTCFs:3487; Total.number.of.COVID.patients.in.hospital.today:2692; Net.new.hospitalizations:-75; X5.day.average.of.net.new.hospitalizations:-82; ICU:747","05/16/2020"
"Michigan","411506","51142; eth1_Hispanic/Latino:6%; eth1_Non-Hispanic Latino:63%; eth1_Unknown:31%; eth2_Arab:2%; eth2_Non-Arab:35%; eth2_Unknown:63%",NA,12,NA,"AI/AN:0.01; ASIAN/PI:0.02; BLACK:0.31; MULTI:0.08; OTHER:0.05; UNKNOWN:0.18; WHITE:0.36","0-19:0.03; 20-29:0.11; 30-39:0.13; 40-49:0.16; 50-59:0.18; 60-69:0.16; 70-79:0.11; 80+:0.11; UNKNOWN:0.01","FEMALE:0.53; MALE:0.47; UNKNOWN/OTHER:0.01","4891; eth1_Hispanic/Latino:2%; eth1_Non-Hispanic Latino:80%; eth1_Unknown:18%; eth2_Arab:1%; eth2_Non-Arab:37%; eth2_Unknown:62%","AI/AN:0.01; ASIAN/PI:0.01; BLACK:0.4; MULTI:0.02; OTHER:0.02; UNKNOWN:0.04; WHITE:0.5","0-19:0.01; 20-29:0.01; 30-39:0.01; 40-49:0.03; 50-59:0.08; 60-69:0.18; 70-79:0.27; 80+:0.42; UNKNOWN:0","FEMALE:0.47; MALE:0.53; UNKNOWN/OTHER:0.01",NA,"?",NA,NA,NA,"webpage","recovered:28234; # of ED Discharges:544; # In Critical Care:488; # on Ventilators:434; # of Inpatients:1114; ICU:636","05/17/2020"
"Minnesota",NA,"15668; ethHisp:2311; ethNonHis:7991; ethUnknown:5366",NA,NA,NA,"AI:107; ASIAN:601; BLACK:3287; MULTI:255; OTHER:1516; PI:19; UNKNOWN:4701; WHITE:5182","0-5:208; 6-19:878; 20-29:2738; 30-39:3130; 40-49:2461; 50-59:2395; 60-69:1543; 70+:2307; UNKNOWN:8","FEMALE:7754; MALE:7602; UNKNOWN/OTHER:306","722; Hisp:16; NonHi:481; HispU:225","ASIAN:16; BLACK:38; OTHER:2; PI:0; UNKNOWN:191; WHITE:461; NA:14",NA,NA,NA,"1374",NA,NA,NA,"arcgis","ExpsrCrzSh:626; ExpsrIntrn:3705; ExpsrLklyE:925; ExpsrAnthr:2636; ExpsrInMN:2772; ExpsrMsng:5004; ResPriv:8596; ResLTCF:2014; ResLngTrm:0; ResAssLvg:0; ResHmlShel:63; ResJail:150; ResCollDrm:269; ResOther:15; ResMsng:4541; ResWorkDor:1; ResPrvPrct:53; ResLTCFPrct:13; ResRBHPrct:2; ResHmLsPrct:0; ResJailPrct:1; ResWDrmPrct:0; ResOthPrct:0; ResUnknPrct:30; released_from_iso:10897; healthcare_worker:1811","05/16/2020"
"Mississippi",NA,"11123",NA,NA,NA,"AI/AN:101; ASIAN:34; BLACK:5438; MULTI:0; OTHER:109; UNKNOWN:511; WHITE:3036","0-17:547; 18-29:1828; 30-39:1727; 40-49:1891; 50-59:1788; 60-69:1485; 70-79:923; 80-89:635; 90+:281; UNKNOWN:NA","FEMALE:0; MALE:3790; UNKNOWN/OTHER:0","510","AI/AN:17; ASIAN:0; BLACK:266; MULTI:0; OTHER:0; UNKNOWN:0; WHITE:223","0-17:0; 18-29:1; 30-39:10; 40-49:19; 50-59:37; 60-69:111; 70-79:143; 80-89:118; 90+:71; UNKNOWN:NA",NA,NA,NA,NA,"0-17:17; 18-29:62; 30-39:105; 40-49:198; 50-59:273; 60-69:419; 70-79:358; 80-89:216; 90+:100; UNKNOWN:NA",NA,"pdf","Age data manually entered","05/16/2020"
"Missouri","146255","10789",NA,NA,NA,NA,"0-20:365; 20-24:639; 25-29:756; 30-34:734; 35-39:720; 40-44:766; 45-49:875; 50-54:915; 55-59:995; 60-64:946; 65-69:738; 70-74:598; 75-79:472; 80+:1262; UNKNOWN:8","FEMALE:5813; MALE:4908; UNKNOWN/OTHER:68","594",NA,"0-20:0; 80+:278; 20-29:1; 30-39:3; 40-49:12; 50-59:43; 60-69:107; 70-79:150",NA,NA,NA,NA,NA,NA,"webpage + arcgis",NA,"05/17/2020"
"Montana",NA,"468; eth_Hispanic/Latino:11; eth_Not Hispanic/Latino:437",NA,NA,NA,"AI/AN/NH/PI:29; ASIAN:1; BLACK:2; OTHER:4; PENDING:5; WHITE:427","0-9:3; 10-19:17; 20-29:92; 30-39:77; 40-49:67; 50-59:85; 60-69:74; 70-79:36; 80+:17","FEMALE:243; MALE:225","16",NA,NA,NA,NA,"63",NA,NA,NA,"arcgis + webpage","curr_Hospitalized:3; curr_Recovering:18; curr_Recovered and released from isolation:431","05/17/2020"
"Nebraska","67649","10348",1875,128,NA,NA,NA,NA,"122",NA,NA,NA,NA,"585",NA,NA,NA,NA,"beds_avail:3888; beds_avail_percent:48; icu_beds_avail:739; icu_beds_avail_percent:41; vent_equip_avail:784; vent_equip_avail_percent:76","05/17/2020"
"Nevada","73664","6662",NA,NA,NA,NA,"0-9:91; 10-19:293; 20-29:946; 30-39:1094; 40-49:1024; 50-59:1184; 60-69:892; 70+:955; UNKNOWN:183","FEMALE:3402; MALE:3151; UNKNOWN/OTHER:9","349",NA,"0-9:0; 10-19:8; 20-29:24; 30-39:32; 40-49:136; 50-59:248; 60-69:544; 70+:1680; UNKNOWN:16","FEMALE:1072; MALE:1576; UNKNOWN/OTHER:0",NA,NA,NA,NA,NA,"manual",NA,"05/16/2020"
"New Hampshire",NA,"3160",NA,NA,NA,"AI/AN:0; ASIAN:70; BLACK:131; MULTI:0; OTHER:206; UNKNOWN:0; WHITE:1685","0-9:29; 10-19:126; 20-29:448; 30-39:430; 40-49:433; 50-59:583; 60-69:447; 70-79:266; 80+:396; UNKNOWN:NA","FEMALE:1742; MALE:1407; UNKNOWN/OTHER:0","1231","AI/AN:0; ASIAN:0; BLACK:0; MULTI:0; OTHER:3; UNKNOWN:0; WHITE:73","0-9:0; 10-19:0; 20-29:2; 30-39:0; 40-49:5; 50-59:0; 60-69:10; 70-79:32; 80+:84; UNKNOWN:NA","FEMALE:61; MALE:71; UNKNOWN/OTHER:0",NA,"318","AI/AN:0; ASIAN:10; BLACK:13; MULTI:0; WHITE:220; NA:8","0-9:2; 10-19:4; 20-29:10; 30-39:11; 40-49:28; 50-59:50; 60-69:92; 70-79:74; 80+:47; UNKNOWN:NA","FEMALE:127; MALE:191; UNKNOWN/OTHER:0","pdf","Race/ethnicity combined","05/16/2020"
"New Jersey",NA,"143905",NA,NA,NA,"AI/AN:0; ASIAN:3756; BLACK:13196; MULTI:0; OTHER:7890; UNKNOWN:0; WHITE:27052","0-4:607; 5-17:2516; 18-29:17697; 30-49:46145; 50-64:41859; 65-79:20948; 80+:13844; UNKNOWN:NA","FEMALE:71656; MALE:71665; UNKNOWN/OTHER:584","10138",NA,NA,NA,NA,"14807",NA,NA,NA,"pdf","Site combined race and ethnicity, so calculation needed","05/16/2020"
"New Mexico","133253","5938",NA,NA,NA,"AI/AN:0.5781; ASIAN:0.0081; BLACK:0.0283; HISPANIC:0.2203; UNKNOWN:0.0322; WHITE:0.1274","0-9:0.0422; 10-19:0.0853; 20-29:0.1539; 30-39:0.1629; 40-49:0.1563; 50-59:0.1515; 60-69:0.1222; 70-79:0.0576; 80-89:0.0458; 90+:0.0222","FEMALE:0.5365; MALE:0.4635","265",NA,NA,NA,NA,"886",NA,NA,NA,"public dashboard","recovered:1; curr_hosp:2","05/17/2020"
"New York","1378717","348232",NA,NA,NA,NA,NA,"FEMALE:0.482; MALE:0.513; UNKNOWN/OTHER:0.005","22478","AI/AN:0; ASIAN:0.07; BLACK:0.28; MULTI:0; OTHER:0.04; UNKNOWN:0; WHITE:0.27","0-19:14; 20-29:81; 30-39:303; 40-49:798; 50-59:2162; 60-69:4409; 70-79:5880; 80+:8822; UNKNOWN:9","FEMALE:9367; MALE:13102; UNKNOWN/OTHER:9",NA,NA,NA,NA,NA,"manual",NA,"05/16/2020"
