"state_name","category","count","last_update","strata_type","data_type","metric","pop"
"Alaska","WHITE","5","5/19/20","race","death","count",NA
"Alaska","0-10","0","5/19/20","age","death","count",115416
"Alaska","10-19","0","5/19/20","age","death","count",96022
"Alaska","20-29","0","5/19/20","age","death","count",114672
"Alaska","30-39","2","5/19/20","age","death","count",108865
"Alaska","40-49","0","5/19/20","age","death","count",86536
"Alaska","50-59","1","5/19/20","age","death","count",93805
"Alaska","60-69","1","5/19/20","age","death","count",80434
"Alaska","70-79","5","5/19/20","age","death","count",37370
"Alaska","80+","1","5/19/20","age","death","count",14563
"Alaska","UNKNOWN","0","5/19/20","age","death","count",NA
"Alaska","FEMALE","5","5/19/20","gender","death","count",352865
"Alaska","MALE","5","5/19/20","gender","death","count",384573
"Alaska","UNKNOWN/OTHER","0","5/19/20","gender","death","count",NA
"Alaska","AI/AN","6","5/19/20","race","hosp","count",NA
"Alaska","ASIAN","7","5/19/20","race","hosp","count",NA
"Alaska","BLACK","0","5/19/20","race","hosp","count",NA
"Alaska","MULTI","0","5/19/20","race","hosp","count",NA
"Alaska","WHITE","23","5/19/20","race","hosp","count",NA
"Alaska","NA","8","5/19/20","race","hosp","count",NA
"Alaska","0-10","0","5/19/20","age","hosp","count",115416
"Alaska","10-19","1","5/19/20","age","hosp","count",96022
"Alaska","20-29","3","5/19/20","age","hosp","count",114672
"Alaska","30-39","5","5/19/20","age","hosp","count",108865
"Alaska","40-49","2","5/19/20","age","hosp","count",86536
"Alaska","50-59","8","5/19/20","age","hosp","count",93805
"Alaska","60-69","9","5/19/20","age","hosp","count",80434
"Alaska","70-79","13","5/19/20","age","hosp","count",37370
"Alaska","80+","3","5/19/20","age","hosp","count",14563
"Alaska","UNKNOWN","0","5/19/20","age","hosp","count",NA
"Alaska","FEMALE","18","5/19/20","gender","hosp","count",352865
"Alaska","MALE","26","5/19/20","gender","hosp","count",384573
"Alaska","UNKNOWN/OTHER","0","5/19/20","gender","hosp","count",NA
"Alaska",NA,"37045","5/19/20","total","test","count",737438
"Alaska",NA,"402","5/19/20","total","case","count",737438
"Alaska","HISPANIC","38","5/19/20","eth","case","count",NA
"Alaska","NON-HISPANIC","344","5/19/20","eth","case","count",NA
"Alaska","UNKNOWN ETHNICITY","20","5/19/20","eth","case","count",NA
"Alaska",NA,"10","5/19/20","total","death","count",737438
"Alaska","HISPANIC","0","5/19/20","eth","death","count",NA
"Alaska","NON-HISPANIC","10","5/19/20","eth","death","count",NA
"Alaska","UNKNOWN ETHNICITY","0","5/19/20","eth","death","count",NA
"Alaska",NA,"44","5/19/20","total","hosp","count",737438
"Alaska","HISPANIC","4","5/19/20","eth","hosp","count",NA
"Alaska","NON-HISPANIC","38","5/19/20","eth","hosp","count",NA
"Alaska","UNKNOWN ETHNICITY","2","5/19/20","eth","hosp","count",NA
"Alaska","COMMUNITY_CASES","115","5/19/20","expr","extra","count",NA
"Alaska","SECONDARY_CASES","173","5/19/20","expr","extra","count",NA
"Alaska","TRAVEL_CASES","103","5/19/20","expr","extra","count",NA
"Alaska","UI_CASES","11","5/19/20","expr","extra","count",NA
"Alaska","BEDS","2280","5/19/20","All","extra","count",NA
"Alaska","BEDS","1840","5/19/20","Inpatient","extra","count",NA
"Alaska","OCCUP","879","5/19/20","Inpatient","extra","count",NA
"Alaska","AVAIL","961","5/19/20","Inpatient","extra","count",NA
"Alaska","BEDS","195","5/19/20","ICU","extra","count",NA
"Alaska","OCCUP","94","5/19/20","ICU","extra","count",NA
"Alaska","AVAIL","101","5/19/20","ICU","extra","count",NA
"Alaska","COVID_PUI_PENDING","16","5/19/20","Pos","extra","count",NA
"Alaska","CAP","345","5/19/20","Vent","extra","count",NA
"Alaska","AVAIL","313","5/19/20","Vent","extra","count",NA
"Alaska","OCCUP","32","5/19/20","Vent","extra","count",NA
"Arizona","AI/AN","1774","5/20/20","race","case","count",NA
"Arizona","ASIAN","164","5/20/20","race","case","count",NA
"Arizona","BLACK","481","5/20/20","race","case","count",NA
"Arizona","MULTI","0","5/20/20","race","case","count",NA
"Arizona","OTHER","313","5/20/20","race","case","count",NA
"Arizona","UNKNOWN","6142","5/20/20","race","case","count",NA
"Arizona","WHITE","3226","5/20/20","race","case","count",NA
"Arizona","0-19","1221","5/20/20","age","case","count",1837877
"Arizona","20-44","5826","5/20/20","age","case","count",2358452
"Arizona","45-54","2484","5/20/20","age","case","count",850790
"Arizona","55-64","2218","5/20/20","age","case","count",866277
"Arizona","65+","3140","5/20/20","age","case","count",1258250
"Arizona","UNKNOWN","8","5/20/20","age","case","count",NA
"Arizona","FEMALE","7855","5/20/20","gender","case","count",3606307
"Arizona","MALE","7014","5/20/20","gender","case","count",3565339
"Arizona","UNKNOWN/OTHER","0","5/20/20","gender","case","count",NA
"Arizona","AI/AN","124","5/20/20","race","death","count",NA
"Arizona","ASIAN","9","5/20/20","race","death","count",NA
"Arizona","BLACK","23","5/20/20","race","death","count",NA
"Arizona","MULTI","0","5/20/20","race","death","count",NA
"Arizona","OTHER","11","5/20/20","race","death","count",NA
"Arizona","UNKNOWN","156","5/20/20","race","death","count",NA
"Arizona","WHITE","306","5/20/20","race","death","count",NA
"Arizona","0-19","2","5/20/20","age","death","count",1837877
"Arizona","20-44","28","5/20/20","age","death","count",2358452
"Arizona","45-54","37","5/20/20","age","death","count",850790
"Arizona","55-64","87","5/20/20","age","death","count",866277
"Arizona","65+","593","5/20/20","age","death","count",1258250
"Arizona","UNKNOWN","0","5/20/20","age","death","count",NA
"Arizona","FEMALE","339","5/20/20","gender","death","count",3606307
"Arizona","MALE","407","5/20/20","gender","death","count",3565339
"Arizona","UNKNOWN/OTHER","0","5/20/20","gender","death","count",NA
"Arizona","AI/AN","187","5/20/20","race","hosp","count",NA
"Arizona","ASIAN","37","5/20/20","race","hosp","count",NA
"Arizona","BLACK","93","5/20/20","race","hosp","count",NA
"Arizona","MULTI","0","5/20/20","race","hosp","count",NA
"Arizona","WHITE","713","5/20/20","race","hosp","count",NA
"Arizona","NA","284","5/20/20","race","hosp","count",NA
"Arizona","0-19","17","5/20/20","age","hosp","count",1837877
"Arizona","20-44","338","5/20/20","age","hosp","count",2358452
"Arizona","45-54","279","5/20/20","age","hosp","count",850790
"Arizona","55-64","343","5/20/20","age","hosp","count",866277
"Arizona","65+","815","5/20/20","age","hosp","count",1258250
"Arizona","UNKNOWN","0","5/20/20","age","hosp","count",NA
"Arizona","FEMALE","842","5/20/20","gender","hosp","count",3606307
"Arizona","MALE","950","5/20/20","gender","hosp","count",3565339
"Arizona","UNKNOWN/OTHER","0","5/20/20","gender","hosp","count",NA
"Arizona",NA,"227099","5/20/20","total","test","count",7171646
"Arizona",NA,"14897","5/20/20","total","case","count",7171646
"Arizona",NA,"747","5/20/20","total","death","count",7171646
"Arkansas",NA,"108925","5/20/20","total","test","count",3013825
"Arkansas",NA,"5003","5/20/20","total","case","count",3013825
"Arkansas",NA,"107","5/20/20","total","death","count",3013825
"Arkansas",NA,"535","5/20/20","total","hosp","count",3013825
"Arkansas","HOSP","6","5/20/20","curr","extra","count",NA
"Arkansas",NA,"5","5/20/20","recovered","extra","count",NA
"Arkansas","CASES","2","5/20/20","active","extra","count",NA
"Arkansas","VENT","3","5/20/20","curr","extra","count",NA
"Arkansas","VENT","1","5/20/20","ever","extra","count",NA
"Arkansas","HOME_RES","4","5/20/20","nursing","extra","count",NA
"California","AI/AN","113","5/19/20","race","case","count",NA
"California","ASIAN","6119","5/19/20","race","case","count",NA
"California","BLACK","3418","5/19/20","race","case","count",NA
"California","HISPANIC","31432","5/19/20","race","case","count",NA
"California","MULTI","517","5/19/20","race","case","count",NA
"California","NH/PI","547","5/19/20","race","case","count",NA
"California","OTHER","3015","5/19/20","race","case","count",NA
"California","PENDING","25711","5/19/20","race","case","count",NA
"California","WHITE","13185","5/19/20","race","case","count",NA
"California","0-17","3657","5/19/20","age","case","count",8989955
"California","18-49","21602","5/19/20","age","case","count",17612948
"California","50-64","20989","5/19/20","age","case","count",7285117
"California","65+","20468","5/19/20","age","case","count",5669025
"California","AI/AN","14","5/19/20","race","death","count",NA
"California","ASIAN","496","5/19/20","race","death","count",NA
"California","BLACK","335","5/19/20","race","death","count",NA
"California","HISPANIC","1235","5/19/20","race","death","count",NA
"California","MULTI","23","5/19/20","race","death","count",NA
"California","NH/PI","27","5/19/20","race","death","count",NA
"California","OTHER","38","5/19/20","race","death","count",NA
"California","PENDING","81","5/19/20","race","death","count",NA
"California","WHITE","1125","5/19/20","race","death","count",NA
"California","0-17","0","5/19/20","age","death","count",8989955
"California","18-49","34","5/19/20","age","death","count",17612948
"California","50-64","161","5/19/20","age","death","count",7285117
"California","65+","509","5/19/20","age","death","count",5669025
"California",NA,"84057","5/19/20","total","case","count",39557045
"California",NA,"3374","5/19/20","total","death","count",39557045
"Colorado","HISPANIC","0.3572","5/20/20","race","case","percent",NA
"Colorado","NH AI/AN","0.0045","5/20/20","race","case","percent",NA
"Colorado","NH ASIAN","0.0276","5/20/20","race","case","percent",NA
"Colorado","NH BLACK","0.0612","5/20/20","race","case","percent",NA
"Colorado","NH MULTI","0.0072","5/20/20","race","case","percent",NA
"Colorado","NH NH/PI","0.004","5/20/20","race","case","percent",NA
"Colorado","NH WHITE","0.3574","5/20/20","race","case","percent",NA
"Colorado","OTHER","0.0091","5/20/20","race","case","percent",NA
"Colorado","UNKNOWN","0.1717","5/20/20","race","case","percent",NA
"Colorado","0-9","470","5/20/20","age","case","count",684807
"Colorado","10-19","936","5/20/20","age","case","count",728742
"Colorado","20-29","3519","5/20/20","age","case","count",832421
"Colorado","30-39","3914","5/20/20","age","case","count",855573
"Colorado","40-49","3937","5/20/20","age","case","count",732602
"Colorado","50-59","3723","5/20/20","age","case","count",709866
"Colorado","60-69","2696","5/20/20","age","case","count",631401
"Colorado","70-79","1708","5/20/20","age","case","count",346828
"Colorado","80+","1841","5/20/20","age","case","count",173324
"Colorado","UNKNOWN","53","5/20/20","age","case","count",NA
"Colorado","FEMALE","0.5063","5/20/20","gender","case","percent",2827696
"Colorado","MALE","0.4842","5/20/20","gender","case","percent",2867868
"Colorado","UNKNOWN/OTHER","0.0096","5/20/20","gender","case","percent",NA
"Colorado","HISPANIC","0.1886","5/20/20","race","death","percent",NA
"Colorado","NH AI/AN","0.0062","5/20/20","race","death","percent",NA
"Colorado","NH ASIAN","0.04","5/20/20","race","death","percent",NA
"Colorado","NH BLACK","0.0701","5/20/20","race","death","percent",NA
"Colorado","NH MULTI","0.0077","5/20/20","race","death","percent",NA
"Colorado","NH NH/PI","0.0031","5/20/20","race","death","percent",NA
"Colorado","NH WHITE","0.6405","5/20/20","race","death","percent",NA
"Colorado","OTHER","0.0054","5/20/20","race","death","percent",NA
"Colorado","UNKNOWN","0.0385","5/20/20","race","death","percent",NA
"Colorado","10-19","2","5/20/20","age","death","count",728742
"Colorado","20-29","7","5/20/20","age","death","count",832421
"Colorado","30-39","7","5/20/20","age","death","count",855573
"Colorado","40-49","31","5/20/20","age","death","count",732602
"Colorado","50-59","70","5/20/20","age","death","count",709866
"Colorado","60-69","170","5/20/20","age","death","count",631401
"Colorado","70-79","302","5/20/20","age","death","count",346828
"Colorado","80+","710","5/20/20","age","death","count",173324
"Colorado","FEMALE","0.4388","5/20/20","gender","death","percent",2827696
"Colorado","MALE","0.5574","5/20/20","gender","death","percent",2867868
"Colorado","UNKNOWN/OTHER","0.0038","5/20/20","gender","death","percent",NA
"Colorado","0-9","33","5/20/20","age","hosp","count",684807
"Colorado","10-19","31","5/20/20","age","hosp","count",728742
"Colorado","20-29","173","5/20/20","age","hosp","count",832421
"Colorado","30-39","332","5/20/20","age","hosp","count",855573
"Colorado","40-49","491","5/20/20","age","hosp","count",732602
"Colorado","50-59","703","5/20/20","age","hosp","count",709866
"Colorado","60-69","706","5/20/20","age","hosp","count",631401
"Colorado","70-79","520","5/20/20","age","hosp","count",346828
"Colorado","80+","345","5/20/20","age","hosp","count",173324
"Colorado",NA,"20595","5/20/20","total","case","count",5695564
"Colorado",NA,"1026","5/20/20","total","death","count",5695564
"Connecticut","HISPANIC","6847","5/20/20","race","case","count",NA
"Connecticut","NH AI/AN","38","5/20/20","race","case","count",NA
"Connecticut","NH ASIAN/PI","563","5/20/20","race","case","count",NA
"Connecticut","NH BLACK","4904","5/20/20","race","case","count",NA
"Connecticut","NH MULTI","68","5/20/20","race","case","count",NA
"Connecticut","NH OTHER","198","5/20/20","race","case","count",NA
"Connecticut","NH WHITE","12455","5/20/20","race","case","count",NA
"Connecticut","UNKNOWN","13944","5/20/20","race","case","count",NA
"Connecticut","0-9","407","5/20/20","age","case","count",379145
"Connecticut","10-19","935","5/20/20","age","case","count",459801
"Connecticut","20-29","4338","5/20/20","age","case","count",466039
"Connecticut","30-39","5423","5/20/20","age","case","count",440343
"Connecticut","40-49","5549","5/20/20","age","case","count",440436
"Connecticut","50-59","6833","5/20/20","age","case","count",529442
"Connecticut","60-69","5764","5/20/20","age","case","count",432658
"Connecticut","70-79","3829","5/20/20","age","case","count",260636
"Connecticut","80+","5817","5/20/20","age","case","count",164165
"Connecticut","FEMALE","21345","5/20/20","gender","case","count",1829270
"Connecticut","MALE","17476","5/20/20","gender","case","count",1743395
"Connecticut","HISPANIC","305","5/20/20","race","death","count",NA
"Connecticut","NH AI/AN","1","5/20/20","race","death","count",NA
"Connecticut","NH ASIAN/PI","35","5/20/20","race","death","count",NA
"Connecticut","NH BLACK","519","5/20/20","race","death","count",NA
"Connecticut","NH MULTI","13","5/20/20","race","death","count",NA
"Connecticut","NH OTHER","15","5/20/20","race","death","count",NA
"Connecticut","NH WHITE","2560","5/20/20","race","death","count",NA
"Connecticut","UNKNOWN","81","5/20/20","race","death","count",NA
"Connecticut","0-9","1","5/20/20","age","death","count",379145
"Connecticut","10-19","1","5/20/20","age","death","count",459801
"Connecticut","20-29","4","5/20/20","age","death","count",466039
"Connecticut","30-39","20","5/20/20","age","death","count",440343
"Connecticut","40-49","51","5/20/20","age","death","count",440436
"Connecticut","50-59","148","5/20/20","age","death","count",529442
"Connecticut","60-69","436","5/20/20","age","death","count",432658
"Connecticut","70-79","765","5/20/20","age","death","count",260636
"Connecticut","80+","2101","5/20/20","age","death","count",164165
"Connecticut","FEMALE","1785","5/20/20","gender","death","count",1829270
"Connecticut","MALE","1737","5/20/20","gender","death","count",1743395
"Connecticut",NA,"190718","5/20/20","total","test","count",3572665
"Connecticut",NA,"39017","5/20/20","total","case","count",3572665
"Connecticut",NA,"3529","5/20/20","total","death","count",3572665
"Connecticut",NA,"//data.ct.gov/Health-and-Human-Services/COVID-19-Daily-DPH-Reports-Library/bqve-e8um","5/20/20","No race dataset https","extra","count",NA
"Connecticut","HOSP","887","5/20/20","curr","extra","count",NA
"Delaware","ASIAN/PI","120","5/19/20","race","case","count",NA
"Delaware","HISPANIC","2265","5/19/20","race","case","count",NA
"Delaware","MULTI","425","5/19/20","race","case","count",NA
"Delaware","NH BLACK","2207","5/19/20","race","case","count",NA
"Delaware","NH WHITE","2318","5/19/20","race","case","count",NA
"Delaware","UNKNOWN","859","5/19/20","race","case","count",NA
"Delaware","0-4","98","5/19/20","age","case","count",54811
"Delaware","5-17","382","5/19/20","age","case","count",148805
"Delaware","18-34","2124","5/19/20","age","case","count",212871
"Delaware","35-49","2135","5/19/20","age","case","count",169900
"Delaware","50-64","1926","5/19/20","age","case","count",199698
"Delaware","65+","1529","5/19/20","age","case","count",181086
"Delaware","FEMALE","4492","5/19/20","gender","case","count",499244
"Delaware","MALE","3675","5/19/20","gender","case","count",467927
"Delaware","UNKNOWN/OTHER","27","5/19/20","gender","case","count",NA
"Delaware","ASIAN/PI","1","5/19/20","race","death","count",NA
"Delaware","HISPANIC","22","5/19/20","race","death","count",NA
"Delaware","MULTI","3","5/19/20","race","death","count",NA
"Delaware","NH BLACK","76","5/19/20","race","death","count",NA
"Delaware","NH WHITE","188","5/19/20","race","death","count",NA
"Delaware","UNKNOWN","20","5/19/20","race","death","count",NA
"Delaware","0-4","0","5/19/20","age","death","count",54811
"Delaware","5-17","0","5/19/20","age","death","count",148805
"Delaware","18-34","8","5/19/20","age","death","count",212871
"Delaware","35-49","8","5/19/20","age","death","count",169900
"Delaware","50-64","48","5/19/20","age","death","count",199698
"Delaware","65+","246","5/19/20","age","death","count",181086
"Delaware","FEMALE","161","5/19/20","gender","death","count",499244
"Delaware","MALE","149","5/19/20","gender","death","count",467927
"Delaware",NA,"45412","5/19/20","total","test","count",967171
"Delaware","NON-HISPANIC WHITE","2","5/19/20","race","test","count",NA
"Delaware","NON-HISPANIC BLACK","1","5/19/20","race","test","count",NA
"Delaware","HISPANIC/LATINO","4","5/19/20","race","test","count",NA
"Delaware","ANOTHER/MULTIPLE","3","5/19/20","race","test","count",NA
"Delaware","ASIAN/PACIFIC ISLANDER","5","5/19/20","race","test","count",NA
"Delaware","UNKNOWN","6","5/19/20","race","test","count",NA
"Delaware",NA,"8194","5/19/20","total","case","count",967171
"Delaware",NA,"310","5/19/20","total","death","count",967171
"Delaware",NA,"220","5/19/20","total","hosp","count",967171
"Delaware",NA,"2","5/19/20","Recovered","extra","count",NA
"District of Columbia","AI/AN","20","5/20/20","race","case","count",NA
"District of Columbia","ASIAN","97","5/20/20","race","case","count",NA
"District of Columbia","BLACK","3521","5/20/20","race","case","count",NA
"District of Columbia","MULTI","0","5/20/20","race","case","count",NA
"District of Columbia","OTHER","1763","5/20/20","race","case","count",NA
"District of Columbia","UNKNOWN","992","5/20/20","race","case","count",NA
"District of Columbia","WHITE","1158","5/20/20","race","case","count",NA
"District of Columbia","AI/AN","0","5/20/20","race","death","count",NA
"District of Columbia","ASIAN","7","5/20/20","race","death","count",NA
"District of Columbia","BLACK","313","5/20/20","race","death","count",NA
"District of Columbia","MULTI","0","5/20/20","race","death","count",NA
"District of Columbia","OTHER","0","5/20/20","race","death","count",NA
"District of Columbia","UNKNOWN","2","5/20/20","race","death","count",NA
"District of Columbia","WHITE","0","5/20/20","race","death","count",NA
"District of Columbia",NA,"40419","5/20/20","total","test","count",702455
"District of Columbia",NA,"7551","5/20/20","total","case","count",702455
"District of Columbia",NA,"407","5/20/20","total","death","count",702455
"District of Columbia",NA,"Deaths are combined between race and ethnicity","5/20/20","total","extra","count",NA
"Florida","AI/AN","0","5/20/20","race","case","count",NA
"Florida","ASIAN","0","5/20/20","race","case","count",NA
"Florida","BLACK","9550","5/20/20","race","case","count",NA
"Florida","MULTI","0","5/20/20","race","case","count",NA
"Florida","OTHER","4289","5/20/20","race","case","count",NA
"Florida","UNKNOWN","6747","5/20/20","race","case","count",NA
"Florida","WHITE","25611","5/20/20","race","case","count",NA
"Florida","0-4","314","5/20/20","age","case","count",1143183
"Florida","5-14","677","5/20/20","age","case","count",2363834
"Florida","15-24","3681","5/20/20","age","case","count",2476245
"Florida","25-34","6965","5/20/20","age","case","count",2788255
"Florida","35-44","6955","5/20/20","age","case","count",2568764
"Florida","45-54","8048","5/20/20","age","case","count",2746372
"Florida","55-64","7644","5/20/20","age","case","count",2854601
"Florida","65-74","5531","5/20/20","age","case","count",2397902
"Florida","75-84","3795","5/20/20","age","case","count",1388750
"Florida","85+","2579","5/20/20","age","case","count",571419
"Florida","UNKNOWN","8","5/20/20","age","case","count",NA
"Florida","FEMALE","23458","5/20/20","gender","case","count",10887548
"Florida","MALE","22739","5/20/20","gender","case","count",10411777
"Florida","UNKNOWN/OTHER","0","5/20/20","gender","case","count",NA
"Florida","AI/AN","0","5/20/20","race","death","count",NA
"Florida","ASIAN","0","5/20/20","race","death","count",NA
"Florida","BLACK","454","5/20/20","race","death","count",NA
"Florida","MULTI","0","5/20/20","race","death","count",NA
"Florida","OTHER","130","5/20/20","race","death","count",NA
"Florida","UNKNOWN","80","5/20/20","race","death","count",NA
"Florida","WHITE","1432","5/20/20","race","death","count",NA
"Florida","0-4","0","5/20/20","age","death","count",1143183
"Florida","5-14","0","5/20/20","age","death","count",2363834
"Florida","15-24","0","5/20/20","age","death","count",2476245
"Florida","25-34","13","5/20/20","age","death","count",2788255
"Florida","35-44","34","5/20/20","age","death","count",2568764
"Florida","45-54","79","5/20/20","age","death","count",2746372
"Florida","55-64","192","5/20/20","age","death","count",2854601
"Florida","65-74","457","5/20/20","age","death","count",2397902
"Florida","75-84","628","5/20/20","age","death","count",1388750
"Florida","85+","693","5/20/20","age","death","count",571419
"Florida","UNKNOWN","0","5/20/20","age","death","count",NA
"Florida","AI/AN","0","5/20/20","race","hosp","count",NA
"Florida","ASIAN","0","5/20/20","race","hosp","count",NA
"Florida","BLACK","2299","5/20/20","race","hosp","count",NA
"Florida","MULTI","0","5/20/20","race","hosp","count",NA
"Florida","WHITE","5256","5/20/20","race","hosp","count",NA
"Florida","NA","1126","5/20/20","race","hosp","count",NA
"Florida","0-4","22","5/20/20","age","hosp","count",1143183
"Florida","5-14","17","5/20/20","age","hosp","count",2363834
"Florida","15-24","133","5/20/20","age","hosp","count",2476245
"Florida","25-34","425","5/20/20","age","hosp","count",2788255
"Florida","35-44","710","5/20/20","age","hosp","count",2568764
"Florida","45-54","1100","5/20/20","age","hosp","count",2746372
"Florida","55-64","1524","5/20/20","age","hosp","count",2854601
"Florida","65-74","1825","5/20/20","age","hosp","count",2397902
"Florida","75-84","1697","5/20/20","age","hosp","count",1388750
"Florida","85+","1228","5/20/20","age","hosp","count",571419
"Florida","UNKNOWN","0","5/20/20","age","hosp","count",NA
"Florida",NA,"772669","5/20/20","total","test","count",21299325
"Florida",NA,"46197","5/20/20","total","case","count",21299325
"Florida",NA,"2096","5/20/20","total","death","count",21299325
"Florida",NA,"Age data only available in images on site","5/20/20","total","extra","count",NA
"Georgia","AI/AN","47","5/20/20","race","case","count",NA
"Georgia","ASIAN","580","5/20/20","race","case","count",NA
"Georgia","BLACK","13702","5/20/20","race","case","count",NA
"Georgia","NH/PI","25","5/20/20","race","case","count",NA
"Georgia","OTHER","2452","5/20/20","race","case","count",NA
"Georgia","UNKNOWN","10657","5/20/20","race","case","count",NA
"Georgia","WHITE","12338","5/20/20","race","case","count",NA
"Georgia","AI/AN","4","5/20/20","race","death","count",NA
"Georgia","ASIAN","28","5/20/20","race","death","count",NA
"Georgia","BLACK","830","5/20/20","race","death","count",NA
"Georgia","NH/PI","2","5/20/20","race","death","count",NA
"Georgia","OTHER","22","5/20/20","race","death","count",NA
"Georgia","UNKNOWN","33","5/20/20","race","death","count",NA
"Georgia","WHITE","778","5/20/20","race","death","count",NA
"Georgia",".","6","5/20/20","age","death","count",NA
"Georgia","22","2","5/20/20","age","death","count",140714
"Georgia","25","1","5/20/20","age","death","count",151681
"Georgia","26","2","5/20/20","age","death","count",154891
"Georgia","27","1","5/20/20","age","death","count",156809
"Georgia","28","1","5/20/20","age","death","count",155506
"Georgia","29","3","5/20/20","age","death","count",148858
"Georgia","30","2","5/20/20","age","death","count",143683
"Georgia","31","4","5/20/20","age","death","count",141169
"Georgia","32","2","5/20/20","age","death","count",140521
"Georgia","33","6","5/20/20","age","death","count",142289
"Georgia","34","6","5/20/20","age","death","count",137839
"Georgia","35","1","5/20/20","age","death","count",140403
"Georgia","36","3","5/20/20","age","death","count",141413
"Georgia","37","2","5/20/20","age","death","count",141109
"Georgia","38","2","5/20/20","age","death","count",145328
"Georgia","39","1","5/20/20","age","death","count",136975
"Georgia","40","2","5/20/20","age","death","count",134336
"Georgia","42","3","5/20/20","age","death","count",130391
"Georgia","43","4","5/20/20","age","death","count",135761
"Georgia","44","7","5/20/20","age","death","count",132959
"Georgia","45","8","5/20/20","age","death","count",137175
"Georgia","46","7","5/20/20","age","death","count",142926
"Georgia","47","3","5/20/20","age","death","count",149567
"Georgia","48","13","5/20/20","age","death","count",149582
