"X.1","state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
7,"Georgia","1273781","145575; eth_Hispanic/Latino:19647; eth_Non-Hispanic/Latino:63897; eth_Unknown:62031",NA,NA,NA,"AI/AN:  106; ASIAN: 1806; BLACK:37250; HN/PI:  182; OTHER:10914; UNKNOWN:53017; WHITE:42300","0-0:540; 1-4:1503; 5-9:2080; 10-17:6762; 18-29:35563; 30-39:25303; 40-49:23267; 50-59:21042; 60-69:14190; 70-79:8127; 80+:6223; UNKNOWN:975","FEMALE:74576; MALE:64760; UNKNOWN:6239","3176; eth_Hispanic/Latino:182; eth_Non-Hispanic/Latino:2947; eth_Unknown:47","AI/AN:   4; ASIAN:  49; BLACK:1473; HN/PI:   7; OTHER:  88; UNKNOWN:  36; WHITE:1519","0-0:0; 1-4:0; 5-9:0; 10-17:1; 18-29:22; 30-39:60; 40-49:130; 50-59:280; 60-69:571; 70-79:848; 80+:1264; UNKNOWN:0","FEMALE:1549; MALE:1624; UNKNOWN:3","Unknown:746; No:446; Yes:1984","15047",NA,"AFRICAN-AMERICAN/BLACK:1473; AMERICANINDIAN/ALASKANATIVE:4; ASIAN:49; NATIVEHAWAIIAN/PACIFICISLANDER:7; OTHER:88; WHITE:1519; UNKNOWN:36",NA,"webpage",NA,"07/20/20"
NA,"Hawaii",NA,"1381",NA,NA,NA,"ASIAN:382; BLACK: 10; HN/PI:405; MULTI:  0; OTHER: 32; UNKNOWN:  0; WHITE:221; NA:  0","0-19:119; 20-39:434; 40-59:406; 60+:284",NA,"24",NA,NA,NA,NA,"150",NA,"0-19:NA; 20-39:10; 40-59:35; 60+:82",NA,"manual",NA,"07/20/20"
NA,"Idaho","146994","14873; eth_hispanic:2675; eth_non_hispanic:5151; eth_unk:7046",NA,NA,NA,"ASIAN: 140; BLACK: 207; HN/PI:  46; MULTI: 563; OTHER:1921; UNKNOWN:5459; WHITE:7861; NA: 119","0-17:1242; 18-29:4910; 30-39:2580; 40-49:2214; 50-59:1793; 60-69:1099; 70-79:577; 80+:444","FEMALE:7592; MALE:7212","119; eth_hispanic:9; eth_non_hispanic:105; eth_unk:NA","ASIAN:  2; BLACK:  1; HN/PI:  0; MULTI:  0; OTHER:  0; UNKNOWN:  0; WHITE:109; NA:  0","0-17:0; 18-29:0; 30-39:0; 40-49:2; 50-59:4; 60-69:15; 70-79:25; 80+:73","FEMALE:61; MALE:58",NA,"600",NA,NA,NA,"manual","Percentages present. Manual entry.","07/20/20"
2,"Illinois","2279109; age_Unknown:86537; age_<20:169633; age_20-29:334345; age_30-39:333909; age_40-49:311481; age_50-59:348534; age_60-69:313798; age_70-79:202394; age_80+:178478; gender_Male:905959; gender_Female:1190449; gender_Unknown/Left Blank:182701; race_White:637763; race_Black:203213; race_Left Blank:1154538; race_Other:71775; race_Asian:33250; race_Hispanic:174555; race_NH/PI*:2378; race_AI/AN**:1637","162748",34598,1173,6,"ASIAN: 4458; BLACK:27337; HISPANIC:50547; HN/PI:  392; OTHER: 6088; UNKNOWN:37136; WHITE:36561; NA:  229","0-19:13944; 20-29:28808; 30-39:26670; 40-49:27863; 50-59:26531; 60-69:18355; 70-79:10168; 80+:10352; UNKNOWN:57","FEMALE:83304; MALE:76559; UNKNOWN:2885","7301","ASIAN: 348; BLACK:2014; HISPANIC:1521; HN/PI:   9; OTHER:  50; UNKNOWN: 106; WHITE:3243; NA:  10","0-19:5; 20-29:27; 30-39:113; 40-49:255; 50-59:604; 60-69:1311; 70-79:1750; 80+:3236; UNKNOWN:0","FEMALE:3350; MALE:3946; UNKNOWN:5",NA,NA,NA,NA,NA,"webpage",NA,"07/20/20"
11,"Indiana","635658; age_0-19:55112; age_20-29:99584; age_30-39:98698; age_40-49:95086; age_50-59:102197; age_60-69:89613; age_70-79:56158; age_80+:35921; age_Unknown:3291; gender_F:363401; gender_M:260139; gender_Unknown:12120; race_Asian:5276; race_Black or African American:54031; race_Other Race:83373; race_Unknown:123816; race_White:369164; eth_Hispanic or Latino:21786; eth_Not Hispanic or Latino:248244; eth_Unknown:365630","57206; eth_Hispanic or Latino:6347; eth_Not Hispanic or Latino:19418; eth_Unknown:31441",219,653,0,"ASIAN:  766; BLACK: 6611; OTHER: 9709; UNKNOWN:13721; WHITE:26399","0-19:4697; 20-29:9974; 30-39:9044; 40-49:9330; 50-59:8777; 60-69:6674; 70-79:4204; 80+:4473; UNKNOWN:33","FEMALE:29912; MALE:26327; UNKNOWN:967","2632; eth_Hispanic or Latino:52; eth_Not Hispanic or Latino:1381; eth_Unknown:1199","ASIAN:  14; BLACK: 373; OTHER: 350; UNKNOWN: 190; WHITE:1705","0-19:2; 20-29:8; 30-39:19; 40-49:46; 50-59:134; 60-69:419; 70-79:647; 80+:1357; UNKNOWN:0","FEMALE:1280; MALE:1298; UNKNOWN:54",NA,NA,NA,NA,NA,"interactive","BEDS_ICU_TOTAL:2349; BEDS_ICU_OCCUPIED_COVID_19:248; BEDS_ICU_NO_OCCUPIED_COVID_19:1253; BEDS_AVAILABLE_ICU_BEDS_TOTAL:848; VENTS_TOTAL:2887; VENTS_ALL_USE_COVID_19:85; VENTS_NON_COVID_PTS_ON_VENTS:417; VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE:2385; PCT_BEDS_ICU_OCCUPIED_COVID_19:10.56; PCT_BEDS_ICU_NO_OCCUPIED_COVID_19:53.34; PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL:36.1; PCT_VENTS_ALL_USE_COVID_19:2.94; PCT_VENTS_NON_COVID_PTS_ON_VENTS:14.44; PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE:82.61","07/19/20"
NA,"Iowa","419271","38917; eth_hispanic:0.21; eth_non_hispanic:0.63; eth_unk:0.16",NA,NA,NA,"ASIAN:0.05; BLACK:0.08; HN/PI:0.01; OTHER:0.01; UNKNOWN:0.18; WHITE:0.66; NA:0.01","0-17:0.06; 18-40:0.49; 41-60:0.3; 61-80:0.12; 80+:0.04","FEMALE:0.48; MALE:0.5; UNKNOWN:0.02","793; eth_hispanic:0.07; eth_non_hispanic:0.81; eth_unk:0.12","ASIAN:0.03; BLACK:0.05; HN/PI:0.02; OTHER:0.00; UNKNOWN:0.10; WHITE:0.79; NA:0.01","0-17:0; 18-40:0.02; 41-60:0.1; 61-80:0.4; 80+:0.48","FEMALE:0.47; MALE:0.53; UNKNOWN:0",NA,NA,NA,NA,NA,"manual",NA,"07/20/20"
NA,"Kansas","249353","21965; eth_hispanic:7620; eth_non_hispanic:9492; eth_unk:4853",NA,NA,NA,"ASIAN:  856; BLACK: 1644; OTHER: 1088; UNKNOWN: 4052; WHITE:14176; NA:  149","0-9:644; 10-17:1208; 18-24:4038; 25-34:4195; 35-44:3404; 45-54:3671; 55-64:2527; 65-74:1198; 75-84:618; 85+:447; UNKNOWN:15","FEMALE:10602; MALE:11003; UNKNOWN:360","299; eth_hispanic:37; eth_non_hispanic:249; eth_unk:13","ASIAN:  9; BLACK: 64; OTHER:  9; UNKNOWN:  8; WHITE:207; NA:  2","0-9:0; 10-17:0; 18-24:0; 25-34:2; 35-44:14; 45-54:6; 55-64:44; 65-74:60; 75-84:68; 85+:105; UNKNOWN:NA","FEMALE:136; MALE:163; UNKNOWN:0",NA,"1453; eth_hispanic:448; eth_non_hispanic:907; eth_unk:98","ASIAN: 50; BLACK:218; OTHER:119; UNKNOWN: 76; WHITE:981; NA:  9","0-9:18; 10-17:3; 18-24:48; 25-34:103; 35-44:228; 45-54:171; 55-64:291; 65-74:263; 75-84:196; 85+:132; UNKNOWN:0",NA,"manual",NA,"07/20/20"
31,"Kentucky","517871","24543; eth_Hispanic:2456; eth_Non-Hispanic:13587; eth_Unknown:8500",NA,NA,NA,"AI/AN:   77; ASIAN:  480; BLACK: 2044; HN/PI:   38; MULTI:  111; OTHER:  854; UNKNOWN: 8096; WHITE:12843","0-9:794; 10-19:1747; 20-29:4604; 30-39:3977; 40-49:3755; 50-59:3586; 60-69:2692; 70-79:1737; 80+:1633; UNKNOWN:18","FEMALE:12864; MALE:11496; UNKNOWN:183","677; eth_Hispanic:25; eth_Non-Hispanic:578; eth_Unknown:74","AI/AN:  0; ASIAN:  9; BLACK: 93; HN/PI:  0; MULTI:  4; OTHER: 12; UNKNOWN: 44; WHITE:515","0-9:1; 10-19:0; 20-29:0; 30-39:4; 40-49:15; 50-59:41; 60-69:109; 70-79:165; 80+:342; UNKNOWN:0","FEMALE:366; MALE:311; UNKNOWN:0",NA,"2914; eth_Hispanic:265; eth_Non-Hispanic:2698; eth_Unknown:511","AI/AN:   5; ASIAN: 122; BLACK: 485; HN/PI:   2; MULTI:  21; OTHER: 113; UNKNOWN: 389; WHITE:2337","0-9:28; 10-19:61; 20-29:267; 30-39:337; 40-49:430; 50-59:586; 60-69:637; 70-79:573; 80+:555; UNKNOWN:0","FEMALE:1874; MALE:1599; UNKNOWN:1","arcgis","icu_0-9:4; icu_10-19:7; icu_20-29:20; icu_30-39:48; icu_40-49:60; icu_50-59:154; icu_60-69:217; icu_70-79:200; icu_80+:121; icu_Unconfirmed:0; icu_F:371; icu_M:460; icu_U:0; recovered:4.92; total_icu:831","07/22/20"
4,"Louisiana","1102924","94892",NA,NA,NA,"AI/AN:  181; ASIAN: 1726; BLACK:32137; HN/PI:   99; OTHER: 7013; UNKNOWN:13333; WHITE:25362","0-17:7501; 18-29:20995; 30-39:15593; 40-49:14326; 50-59:13971; 60-69:10891; 70+:11445","FEMALE:0.56; MALE:0.43; UNKNOWN:0.01","3462; eth_Hispanic/Latino:2.10%; eth_Non-Hispanic/Latino:90.00%; eth_Unknown:7.90%","AI/AN:   4; ASIAN:  23; BLACK:1724; HN/PI:   5; OTHER:  17; UNKNOWN:   1; WHITE:1571","0-17:4; 18-29:12; 30-39:63; 40-49:125; 50-59:306; 60-69:611; 70+:2341","FEMALE:0.48; MALE:0.52; UNKNOWN:0","Asthma:4.09%; Cancer:7.29%; Cardiac Disease:20.64%; Chronic Kidney Disease:20.37%; Congestive Heart Failure:13.92%; Diabetes:36.38%; Hypertension:59.71%; Neurological:15.26%; Obesity:18.88%; Pulmonary:12.22%",NA,NA,NA,NA,"arcgis + tableau + downloadable csv","curr_hosp:568; curr_vent:76; Beds_In Use:9525; Beds_Still Available:4973; Hospital Vents_In Use:536; Hospital Vents_Still Available:1561; ICU Beds_In Use:1414; ICU Beds_Still Available:638","07/20/20"
21,"Maine","138459","3711; eth_Not Hispanic or Latino:2928; eth_Unknown:635; eth_Hispanic or Latino:148",NA,NA,NA,"AI/AN:   7; ASIAN:  93; BLACK: 842; HN/PI:   2; MULTI:  25; OTHER: 114; UNKNOWN: 395; WHITE:2233","0-19:349; 20-29:592; 30-39:565; 40-49:564; 50-59:602; 60-69:430; 70-79:297; 80+:312","FEMALE:1914; MALE:1791","117; eth_Not Hispanic or Latino:97; eth_Unknown:17; eth_Hispanic or Latino:0","AI/AN:  0; ASIAN:  0; BLACK:  2; HN/PI:  0; MULTI:  0; OTHER:  0; UNKNOWN:  8; WHITE:104",NA,"FEMALE:62; MALE:55",NA,"375; eth_Not Hispanic or Latino:317; eth_Unknown:48; eth_Hispanic or Latino:7","AI/AN:  0; ASIAN: 11; BLACK: 38; HN/PI:  0; MULTI:  0; OTHER:  3; UNKNOWN: 15; WHITE:305",NA,"FEMALE:163; MALE:212","tableau and interactive webpage","Total Hospitalized:12; In Critical Care:10; On a Ventilator:4; Available Critical Care Beds:154; Total Critical Care Beds:402; Available Ventilators:266; Total Ventilators:319; Alternative Ventilators:441; recovered:3159","07/20/20"
8,"Maryland","958608","78685",NA,NA,NA,"HISPANIC:20390; NH ASIAN: 1520; NH BLACK:23092; NH OTHER: 3732; NH WHITE:16548; UNKNOWN:13403","0-9:2519; 10-19:4486; 20-29:12766; 30-39:14768; 40-49:13593; 50-59:12023; 60-69:8452; 70-79:5277; 80+:4801","FEMALE:41072; MALE:37613","3382","HISPANIC: 385; NH ASIAN: 130; NH BLACK:1375; NH OTHER:  37; NH WHITE:1442; UNKNOWN:  13","0-9:0; 10-19:1; 20-29:19; 30-39:50; 40-49:105; 50-59:270; 60-69:541; 70-79:825; 80+:1562; UNKNOWN:9","FEMALE:1669; MALE:1713",NA,"11897",NA,NA,NA,"arcgis + webpage","Currently hospitalized :463; Acute care :327; Intensive care :136; Released from isolation :5344","07/21/20"
1,"Massachusetts","1033883","113534",13624,218,12,"HISPANIC:22198; NH ASIAN: 2390; NH BLACK:10663; NH OTHER: 6035; NH WHITE:34921; UNKNOWN:37327","0-19:6405; 20-29:16296; 30-39:17146; 40-49:16145; 50-59:17900; 60-69:14506; 70-79:9642; 80+:15230; UNKNOWN:264","FEMALE:61882; MALE:50067; UNKNOWN:1585","8431; Hosp_Yes:4530; Hosp_No:1261; Hosp_Unknown:2640; Preexist_Yes:4131; Preexist_No:75; Preexist_Unknown:4225","HISPANIC: 582; NH ASIAN: 217; NH BLACK: 691; NH OTHER: 545; NH WHITE:6337; UNKNOWN:  59","0-19:0; 20-29:16; 30-39:35; 40-49:86; 50-59:300; 60-69:876; 70-79:1831; 80+:5286; UNKNOWN:1","FEMALE:4529; MALE:3899",NA,"11714","HISPANIC:1605; NH ASIAN: 377; NH BLACK:1377; NH OTHER: 914; NH WHITE:5786; UNKNOWN:1658","0-19:115; 20-29:301; 30-39:553; 40-49:842; 50-59:1518; 60-69:2255; 70-79:2517; 80+:3613; UNKNOWN:3",NA,"pdf","Cases.in.Residents.Healthcare.Workers.of.LTCFs:23841; facilities:368; Deaths.Reported.in.LTCFs:5361; Total.number.of.COVID.patients.in.hospital.today:498; Net.new.hospitalizations:-1; X5.day.average.of.net.new.hospitalizations:-12.4; ICU:64; Net.New.number.ICU:-22; Total.number.intubated:41; Net.New.number.intubated:-2; Confirmed.COVID.19.hospitalizations:26; Suspected.COVID.19.hospitalizations:244","07/19/20"
3,"Michigan","1527804","82395; eth1_Hispanic/Latino:8%; eth1_Non-Hispanic Latino:65%; eth1_Unknown:27%; eth2_Arab:2%; eth2_Non-Arab:43%; eth2_Unknown:55%",NA,NA,NA,"AI/AN:  290; ASIAN/PI: 1543; BLACK:21359; MULTI: 5093; OTHER: 4609; UNKNOWN:10532; WHITE:30642","0-19:4124; 20-29:11249; 30-39:10613; 40-49:11396; 50-59:12279; 60-69:10533; 70-79:6984; 80+:6868; UNKNOWN:22","FEMALE:38893; MALE:35016; UNKNOWN:159","6373; eth1_Hispanic/Latino:2%; eth1_Non-Hispanic Latino:83%; eth1_Unknown:15%; eth2_Arab:1%; eth2_Non-Arab:44%; eth2_Unknown:54%","AI/AN:   6; ASIAN/PI:  70; BLACK:2407; MULTI:  82; OTHER: 102; UNKNOWN: 202; WHITE:3178","0-19:0; 20-29:14; 30-39:56; 40-49:183; 50-59:480; 60-69:1076; 70-79:1635; 80+:2603; UNKNOWN:0","FEMALE:2903; MALE:3144; UNKNOWN:0",NA,NA,NA,NA,NA,"webpage","# of ED Discharges:562; # In Critical Care:228; # on Ventilators:130; # of Inpatients:474; ICU:210","07/20/20"
NA,"Minnesota","867410","47107; eth_hispanic:9514; eth_non_hispanic:29786; eth_unk:7807",NA,NA,NA,"ASIAN: 3074; BLACK: 9345; HN/PI:   97; MULTI:  776; OTHER: 5293; UNKNOWN: 8143; WHITE:20351; NA:  378","0-5:986; 6-19:4905; 20-29:10865; 30-39:8648; 40-49:6806; 50-59:6083; 60-69:3534; 70-79:1958; 80-89:1709; 90-99:890; 100+:51; UNKNOWN:9","FEMALE:23445; MALE:22543; OTHER:11; UNKNOWN:453","1545; eth_hispanic:64; eth_non_hispanic:1455; eth_unk:22","ASIAN:  67; BLACK: 151; HN/PI:   3; MULTI:  22; OTHER:  18; UNKNOWN:  23; WHITE:1234; NA:  30","0-5:1; 6-19:0; 20-29:2; 30-39:11; 40-49:20; 50-59:79; 60-69:189; 70-79:293; 80-89:522; 90-99:398; 100+:30; UNKNOWN:0","FEMALE:776; MALE:738; OTHER:0; UNKNOWN:12",NA,"4678; eth_hispanic:704; eth_non_hispanic:3302; eth_unk:520","ASIAN: 415; BLACK: 987; HN/PI:   8; MULTI:  74; OTHER: 335; UNKNOWN: 460; WHITE:2142; NA: 105","0-5:36; 6-19:101; 20-29:334; 30-39:447; 40-49:528; 50-59:842; 60-69:826; 70-79:665; 80-89:559; 90-99:180; 100+:8; UNKNOWN:0","FEMALE:2238; MALE:2254; OTHER:0; UNKNOWN:34","manual",NA,"07/14/2020"
NA,"Mississippi","404548","31257; eth_hispanic:1544; eth_non_hispanic:21674; eth_unk:8039",NA,NA,NA,"ASIAN:  101; BLACK:15110; HN/PI:    0; MULTI:    0; OTHER: 2824; UNKNOWN: 3499; WHITE: 8647; NA: 1076","0-17:4267; 18-29:9417; 30-39:6832; 40-49:6779; 50-59:6331; 60-69:4878; 70-79:3010; 80-89:1700; 90+:664; UNKNOWN:NA","FEMALE:0.419; MALE:0.576; UNKNOWN:0.006","1114; eth_hispanic:18; eth_non_hispanic:1023; eth_unk:73","ASIAN:  0; BLACK:679; HN/PI:  0; MULTI:  0; OTHER: 21; UNKNOWN:  5; WHITE:569; NA: 77","0-17:0; 18-29:9; 30-39:21; 40-49:61; 50-59:126; 60-69:290; 70-79:360; 80-89:304; 90+:187; UNKNOWN:NA","FEMALE:701; MALE:645; UNKNOWN:0",NA,"3766",NA,"0-17:49; 18-29:165; 30-39:217; 40-49:433; 50-59:633; 60-69:847; 70-79:759; 80-89:471; 90+:192; UNKNOWN:NA",NA,"pdf","Age data manually entered","07/20/20"
