state_name,total.tested,total.case,total.tested.today,total.positive.today,total.death.today,positive_race,positive_age,positive_gender,total.death,death_race,death_age,death_gender,comorbidities,total_hosp,hosp_race,hosp_age,hosp_gender,platform,comments,last.update
Idaho,38660,2506,NA,NA,NA,AI/AN:24; ASIAN:44; BLACK:34; MULTI:80; OTHER:262; PI:3; UNKNOWN:695; WHITE:610,0-17:123; 18-29:527; 30-39:402; 40-49:411; 50-59:403; 60-69:301; 70-79:173; 80+:164,FEMALE:1369; MALE:1133,NA,AI/AN:0; ASIAN:2; BLACK:1; MULTI:0; OTHER:0; PI:0; UNKNOWN:0; WHITE:73,0-17:0; 18-29:0; 30-39:0; 40-49:0; 50-59:2; 60-69:9; 70-79:16; 80+:50,FEMALE:37; MALE:40,NA,221,NA,NA,NA,manual,Percentages present. Manual entry.,5/20/20
Illinois,642713; age_Unknown:35943; age_<20:37859; age_20-29:86004; age_30-39:100224; age_40-49:98225; age_50-59:103849; age_60-69:86474; age_70-79:51757; age_80+:42378; gender_Male:259982; gender_Female:326961; gender_Unknown/Left Blank:55770; race_White:152816; race_Black:58856; race_Left Blank:336775; race_Other:24284; race_Asian:10273; race_Hispanic:58630; race_NH/PI*:619; race_AI/AN**:460,100418,21029,2388,146,AI/AN:173; ASIAN:3003; BLACK:17512; HISPANIC:30555; NH/PI:261; OTHER:3801; UNKNOWN:24862; WHITE:20251,0-20:5750; 20-29:15396; 30-39:16556; 40-49:18226; 50-59:17985; 60-69:12496; 70-79:6964; 80+:6981; UNKNOWN:64,FEMALE:50489; MALE:47798; UNKNOWN/OTHER:2131,4525,AI/AN:9; ASIAN:215; BLACK:1394; HISPANIC:828; NH/PI:3; OTHER:38; UNKNOWN:110; WHITE:1928,0-20:3; 20-29:19; 30-39:69; 40-49:155; 50-59:379; 60-69:801; 70-79:1095; 80+:2004; UNKNOWN:0,FEMALE:2006; MALE:2512; UNKNOWN/OTHER:7,NA,NA,NA,NA,NA,webpage,NA,5/20/20
Indiana,195738,29274; eth_Hispanic or Latino:3229; eth_Not Hispanic or Latino:10389; eth_Unknown:15656,202,578,16,ASIAN:428; BLACK:4192; OTHER:5055; UNKNOWN:6081; WHITE:13518,0-19:1121; 20-29:4019; 30-39:4672; 40-49:4991; 50-59:5019; 60-69:3860; 70-79:2486; 80+:3079; UNKNOWN:27,FEMALE:15054; MALE:13494; UNKNOWN/OTHER:726,1716; eth_Hispanic or Latino:27; eth_Not Hispanic or Latino:956; eth_Unknown:733,ASIAN:7; BLACK:263; OTHER:202; UNKNOWN:117; WHITE:1127,0-19:2; 20-29:4; 30-39:13; 40-49:33; 50-59:97; 60-69:277; 70-79:419; 80+:871; UNKNOWN:0,FEMALE:807; MALE:868; UNKNOWN/OTHER:41,NA,NA,NA,NA,NA,interactive,beds_all_occupied_beds_covid_19:1288; beds_icu_total:2594; beds_icu_occupied_beds_covid_19:431; bed_occupied_icu_non_covid:1152; beds_available_icu_beds_total:1011; vents_total:3075; vents_all_in_use_covid_19:197; vents_non_covid_pts_on_vents:398; vents_all_available_vents_not_in_use:2480,5/19/20
Iowa,113917,15877,NA,NA,NA,AI/AN:0; ASIAN:0; BLACK:0; MULTI:0; OTHER:0; PI:0; UNKNOWN:0; WHITE:0,0-17:0; 18-40:0; 41-60:0; 61-80:0; 80+:0,FEMALE:0; MALE:0; UNKNOWN/OTHER:0,400,AI/AN:0; ASIAN:0; BLACK:0; MULTI:0; OTHER:0; PI:0; UNKNOWN:0; WHITE:0,0-17:0; 18-40:0; 41-60:0; 61-80:0; 80+:0,FEMALE:0; MALE:0; UNKNOWN/OTHER:0,NA,NA,NA,NA,NA,manual,NA,5/20/20
Kansas,NA,8539,NA,NA,NA,AI/AN:29; ASIAN:531; BLACK:890; OTHER:198; UNKNOWN:1783; WHITE:5108,0-9:181; 10-17:269; 18-24:1027; 25-34:1613; 35-44:1551; 45-54:1619; 55-64:1233; 65-74:528; 75-84:275; 85+:226; UNKNOWN:17,FEMALE:3597; MALE:4748; UNKNOWN/OTHER:194,178,AI/AN:1; ASIAN:1; BLACK:56; OTHER:1; UNKNOWN:4; WHITE:115,0-9:0; 10-17:0; 18-24:0; 25-34:0; 35-44:7; 45-54:4; 55-64:26; 65-74:33; 75-84:39; 85+:69; UNKNOWN:0,FEMALE:85; MALE:93; UNKNOWN/OTHER:0,NA,760,AI/AN:5; ASIAN:26; BLACK:162; WHITE:492; NA:75,0-9:5; 10-17:0; 18-24:16; 25-34:33; 35-44:83; 45-54:111; 55-64:168; 65-74:147; 75-84:106; 85+:91; UNKNOWN:0,NA,manual,NA,5/20/20
Kentucky,158672,8167; eth_Hispanic:13.94%; eth_Non-Hispanic:86.06%,NA,NA,NA,AI/AN:9e-04; ASIAN:0.0584; BLACK:0.1475; MULTI:0.0521; NH:9e-04; WHITE:0.7402,0-9:119; 10-19:278; 20-29:1105; 30-39:1264; 40-49:1303; 50-59:1221; 60-69:981; 70-79:660; 80+:663; UNKNOWN:573,FEMALE:4019; MALE:3891; UNKNOWN/OTHER:257,376,NA,0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:6; 50-59:23; 60-69:58; 70-79:94; 80+:193; UNKNOWN:0,FEMALE:215; MALE:161; UNKNOWN/OTHER:0,NA,1546,NA,0-9:17; 10-19:43; 20-29:181; 30-39:200; 40-49:220; 50-59:287; 60-69:225; 70-79:169; 80+:163; UNKNOWN:41,FEMALE:875; MALE:668; UNKNOWN/OTHER:3,arcgis,icu_0-9:0; icu_10-19:1; icu_20-29:7; icu_30-39:15; icu_40-49:16; icu_50-59:44; icu_60-69:56; icu_70-79:62; icu_80+:24; icu_Unconfi:0; icu_F:105; icu_M:119; icu_U:1; recovered:2919; total_icu:225,5/17/20
Louisiana,285970,35316,NA,278,NA,NA,0-18:633; 18-29:4402; 30-39:5639; 40-49:5907; 50-59:6586; 60-69:5676; 70+:6473,FEMALE:0.55; MALE:0.4; UNKNOWN/OTHER:0.05,2485; eth_Hispanic/Latino:1.84%; eth_Non-Hispanic/Latino:83.60%; eth_Unknown:14.60%,AI/AN:2; ASIAN:20; BLACK:1350; NH/PI:5; OTHER:19; UNKNOWN:4; WHITE:1040,0-18:2; 18-29:9; 30-39:44; 40-49:94; 50-59:218; 60-69:455; 70+:1663,FEMALE:0.456; MALE:0.544; UNKNOWN/OTHER:0,Asthma:4.15%; Cancer:7.57%; Cardiac Disease:20.92%; Chronic Kidney Disease:20.10%; Congestive Heart Failure:12.90%; Diabetes:36.65%; Hypertension:59.39%; Neurological:8.43%; Pulmonary:11.71%,NA,NA,NA,NA,arcgis + tableau + downloadable csv,HospVent_In Use:457; HospVent_Still Available:1627; Bed_In Use:9028; Bed_Still Available:5666; ICU_In Use:1277; ICU_Still Available:813,5/20/20
Maine,NA,1819,NA,NA,NA,AI/AN:3; ASIAN/PI:28; BLACK:235; MULTI:4; OTHER:42; UNKNOWN:362; WHITE:1145,0-20:70; 20-29:221; 30-39:239; 40-49:283; 50-59:344; 60-69:274; 70-79:196; 80+:192,FEMALE:944; MALE:875; UNKNOWN/OTHER:0,73,NA,NA,NA,NA,231,NA,NA,NA,tableau and interactive webpage,eth_Hispanic:54; eth_Not Hispanic:1212; eth_Not Disclosed:553; curr_Total Hospitalized:43; curr_In Critical Care:24; curr_On a Ventilator:12; Available Critical Care Beds:167; Total Critical Care Beds:388; Available Ventilators:253; Total Ventilators:316; Alternative Ventilators:439; recovered:1,5/20/20
Maryland,215330,42323,NA,NA,NA,HISPANIC:10153; NH ASIAN:823; NH BLACK:12919; NH OTHER:2106; NH WHITE:8566; UNKNOWN:7756,0-9:887; 10-19:1660; 20-29:5623; 30-39:7777; 40-49:7640; 50-59:7066; 60-69:5134; 70-79:3388; 80+:3148,FEMALE:22098; MALE:20225,2004,HISPANIC:163; NH ASIAN:71; NH BLACK:839; NH OTHER:25; NH WHITE:837; UNKNOWN:69,10-19:1; 20-29:10; 30-39:25; 40-49:54; 50-59:135; 60-69:311; 70-79:495; 80+:908; UNKNOWN:65,FEMALE:987,NA,7393,NA,NA,NA,arcgis + webpage,Number of probable deaths :119; Currently hospitalized :1410; Acute care :871; Intensive care :539; Released from isolation :2993,5/20/20
Massachusetts,476940,87925,7741,873,76,HISPANIC:15171; NH ASIAN:1613; NH BLACK:7649; NH OTHER:3740; NH WHITE:22376; UNKNOWN:37376,0-19:3645; 20-29:11368; 30-39:13056; 40-49:12653; 50-59:14162; 60-69:11607; 70-79:8122; 80+:13055; UNKNOWN:257,FEMALE:47908; MALE:38687; UNKNOWN/OTHER:1330,5938; Hosp_Yes:3341; Hosp_No:689; Hosp_Unknown:1908; Preexist_Yes:2691; Preexist_No:47; Preexist_Unknown:3200,HISPANIC:365; NH ASIAN:100; NH BLACK:304; NH OTHER:187; NH WHITE:2398; UNKNOWN:2584,0-19:0; 20-29:7; 30-39:18; 40-49:51; 50-59:213; 60-69:591; 70-79:1340; 80+:3718; UNKNOWN:0,FEMALE:3064; MALE:2870,NA,8703,NH ASIAN:244; NH BLACK:847; NH WHITE:3265; NA:4410,0-19:63; 20-29:206; 30-39:406; 40-49:643; 50-59:1193; 60-69:1644; 70-79:1890; 80+:2720; UNKNOWN:1,NA,pdf,Cases.in.Residents.Healthcare.Workers.of.LTCFs:18510; facilities:344; Deaths.Reported.in.LTCFs:3617; Total.number.of.COVID.patients.in.hospital.today:2472; Net.new.hospitalizations:-61; X5.day.average.of.net.new.hospitalizations:-77.4; ICU:672,5/19/20
Michigan,453244,53009; eth1_Hispanic/Latino:6%; eth1_Non-Hispanic Latino:62%; eth1_Unknown:32%; eth2_Arab:2%; eth2_Non-Arab:35%; eth2_Unknown:63%,NA,43,NA,AI/AN:0.01; ASIAN/PI:0.02; BLACK:0.31; MULTI:0.08; OTHER:0.05; UNKNOWN:0.18; WHITE:0.36,0-19:0.03; 20-29:0.11; 30-39:0.14; 40-49:0.16; 50-59:0.18; 60-69:0.16; 70-79:0.11; 80+:0.11; UNKNOWN:0.01,FEMALE:0.53; MALE:0.47; UNKNOWN/OTHER:0.01,5060; eth1_Hispanic/Latino:2%; eth1_Non-Hispanic Latino:81%; eth1_Unknown:17%; eth2_Arab:1%; eth2_Non-Arab:38%; eth2_Unknown:61%,AI/AN:0.01; ASIAN/PI:0.01; BLACK:0.4; MULTI:0.02; OTHER:0.02; UNKNOWN:0.04; WHITE:0.51,0-19:0.01; 20-29:0.01; 30-39:0.01; 40-49:0.03; 50-59:0.08; 60-69:0.18; 70-79:0.27; 80+:0.42; UNKNOWN:0.01,FEMALE:0.47; MALE:0.53; UNKNOWN/OTHER:0.01,NA,?,NA,NA,NA,webpage,recovered:28234; # of ED Discharges:597; # In Critical Care:472; # on Ventilators:361; # of Inpatients:1054; ICU:467,5/20/20
Minnesota,NA,17670; eth_Hisp:2821; eth_NonHis:9425; eth_Unknown:5424,NA,NA,NA,AI:128; ASIAN:753; BLACK:3909; MULTI:314; OTHER:1787; PI:22; UNKNOWN:4789; WHITE:5968,0-5:259; 6-19:1077; 20-29:3128; 30-39:3542; 40-49:2802; 50-59:2648; 60-69:1684; 70+:2522; UNKNOWN:8,FEMALE:8756; MALE:8556; UNKNOWN/OTHER:351,777; eth_Hisp:17; eth_Unknown:244; eth_NonHi:516,ASIAN:17; BLACK:41; OTHER:2; PI:0; UNKNOWN:210; WHITE:493; NA:14,NA,NA,NA,1535,NA,NA,NA,arcgis,ExpsrCrzSh:630; ExpsrIntrn:3759; ExpsrLklyE:937; ExpsrAnthr:2784; ExpsrInMN:2905; ExpsrMsng:6655; ResPriv:10432; ResLTCF:2196; ResLngTrm:0; ResAssLvg:0; ResHmlShel:63; ResJail:155; ResCollDrm:314; ResOther:17; ResMsng:4451; ResWorkDor:1; ResPrvPrct:53; ResLTCFPrct:13; ResRBHPrct:2; ResHmLsPrct:0; ResJailPrct:1; ResWDrmPrct:0; ResOthPrct:0; ResUnknPrct:30; released_from_iso:12227; healthcare_worker:2025,5/19/20
Mississippi,NA,11967,NA,NA,NA,AI/AN:133; ASIAN:41; BLACK:5972; MULTI:0; OTHER:115; UNKNOWN:486; WHITE:3245,0-17:631; 18-29:1999; 30-39:1852; 40-49:2031; 50-59:1908; 60-69:1571; 70-79:983; 80-89:684; 90+:298; UNKNOWN:NA,FEMALE:6052; MALE:4108; UNKNOWN/OTHER:0,570,AI/AN:17; ASIAN:0; BLACK:296; MULTI:0; OTHER:5; UNKNOWN:0; WHITE:252,0-17:0; 18-29:1; 30-39:10; 40-49:19; 50-59:41; 60-69:127; 70-79:158; 80-89:133; 90+:81; UNKNOWN:NA,FEMALE:290; MALE:280; UNKNOWN/OTHER:0,NA,NA,NA,0-17:18; 18-29:70; 30-39:112; 40-49:221; 50-59:301; 60-69:451; 70-79:384; 80-89:238; 90+:106; UNKNOWN:NA,NA,pdf,Age data manually entered,5/20/20
Missouri,158296,11080,NA,NA,NA,NA,0-20:384; 20-24:658; 25-29:786; 30-34:759; 35-39:739; 40-44:785; 45-49:897; 50-54:944; 55-59:1017; 60-64:968; 65-69:748; 70-74:613; 75-79:490; 80+:1284; UNKNOWN:8,FEMALE:5981; MALE:5031; UNKNOWN/OTHER:68,616,NA,0-20:0; 80+:289; 20-29:1; 30-39:3; 40-49:13; 50-59:44; 60-69:108; 70-79:158,NA,NA,NA,NA,NA,NA,webpage + arcgis,NA,5/19/20
Montana,NA,478; eth_Hispanic/Latino:18; eth_Not Hispanic/Latino:440,NA,NA,NA,AI/AN/NH/PI:29; ASIAN:1; BLACK:2; OTHER:5; PENDING:12; WHITE:429,0-9:3; 10-19:20; 20-29:94; 30-39:77; 40-49:67; 50-59:86; 60-69:76; 70-79:37; 80+:18,FEMALE:244; MALE:234,16,NA,NA,NA,NA,65,NA,NA,NA,arcgis + webpage,curr_Hospitalized:3; curr_Recovering:19; curr_Recovered and released from isolation:440,5/20/20
Nebraska,75864,11122,3531,276,NA,NA,NA,NA,135,NA,NA,NA,NA,605,NA,NA,NA,NA,beds_avail:3928; beds_avail_percent:48; icu_beds_avail:739; icu_beds_avail_percent:41; vent_equip_avail:787; vent_equip_avail_percent:76,5/20/20
Nevada,107666,7166,NA,NA,NA,NA,0-9:90; 10-19:290; 20-29:936; 30-39:1086; 40-49:1019; 50-59:1174; 60-69:884; 70+:943; UNKNOWN:0,FEMALE:3646; MALE:3406; UNKNOWN/OTHER:0,378,NA,0-9:0; 10-19:1; 20-29:3; 30-39:4; 40-49:17; 50-59:31; 60-69:68; 70+:210; UNKNOWN:0,FEMALE:134; MALE:197; UNKNOWN/OTHER:0,NA,NA,NA,NA,NA,manual,NA,5/20/20
New Hampshire,NA,3160,NA,NA,NA,AI/AN:0; ASIAN:70; BLACK:131; MULTI:0; OTHER:206; UNKNOWN:0; WHITE:1685,0-9:29; 10-19:126; 20-29:448; 30-39:430; 40-49:433; 50-59:583; 60-69:447; 70-79:266; 80+:396; UNKNOWN:NA,FEMALE:1742; MALE:1407; UNKNOWN/OTHER:0,1231,AI/AN:0; ASIAN:0; BLACK:0; MULTI:0; OTHER:3; UNKNOWN:0; WHITE:73,0-9:0; 10-19:0; 20-29:2; 30-39:0; 40-49:5; 50-59:0; 60-69:10; 70-79:32; 80+:84; UNKNOWN:NA,FEMALE:61; MALE:71; UNKNOWN/OTHER:0,NA,318,AI/AN:0; ASIAN:10; BLACK:13; MULTI:0; WHITE:220; NA:8,0-9:2; 10-19:4; 20-29:10; 30-39:11; 40-49:28; 50-59:50; 60-69:92; 70-79:74; 80+:47; UNKNOWN:NA,FEMALE:127; MALE:191; UNKNOWN/OTHER:0,pdf,Race/ethnicity combined,5/20/20
New Jersey,NA,149013,NA,NA,NA,AI/AN:0; ASIAN:3925; BLACK:13871; MULTI:0; OTHER:8779; UNKNOWN:0; WHITE:28389,0-4:653; 5-17:2687; 18-29:18435; 30-49:47669; 50-64:43036; 65-79:21670; 80+:14575; UNKNOWN:NA,FEMALE:74322; MALE:74019; UNKNOWN/OTHER:672,10586,NA,NA,NA,NA,15416,NA,NA,NA,pdf,"Site combined race and ethnicity, so calculation needed",5/20/20
New Mexico,147344,6317,NA,NA,NA,AI/AN:0.5824; ASIAN:0.0069; BLACK:0.0268; HISPANIC:0.22; UNKNOWN:0.0343; WHITE:0.1242,0-9:0.0408; 10-19:0.0855; 20-29:0.1563; 30-39:0.1669; 40-49:0.1564; 50-59:0.1494; 60-69:0.122; 70-79:0.0565; 80-89:0.0447; 90+:0.0215,FEMALE:0.5323; MALE:0.4677,283,NA,NA,NA,NA,1139,NA,NA,NA,public dashboard,recovered:1; curr_hosp:2,5/20/20
New York,1505836,354370,NA,NA,NA,NA,NA,FEMALE:0; MALE:0; UNKNOWN/OTHER:0,22976,ASIAN:0; BLACK:0; OTHER:0; WHITE:0,0-9:4; 10-19:10; 20-29:85; 30-39:307; 40-49:815; 50-59:2204; 60-69:4504; 70-79:6005; 80-89:5910; 90+:3123; UNKNOWN:9,NA,NA,NA,NA,NA,NA,manual,Percentages present. Manual entry.,5/20/20
North Carolina,277603,20122,NA,NA,NA,AI/AN:153; ASIAN:415; BLACK:4870; MULTI:0; OTHER:1521; UNKNOWN:5039; WHITE:8074,0-17:944; 18-24:1757; 25-49:8643; 50-64:4831; 65-74:1820; 75+:2120; UNKNOWN:7,FEMALE:10082; MALE:9690; UNKNOWN/OTHER:350,702,AI/AN:1; ASIAN:7; BLACK:238; MULTI:0; OTHER:26; UNKNOWN:35; WHITE:394,0-17:0; 18-24:1; 25-49:25; 50-64:82; 65-74:148; 75+:446; UNKNOWN:0,FEMALE:343; MALE:359; UNKNOWN/OTHER:0,NA,554,NA,NA,NA,pdf,Age data manually entered as percentages.,5/20/20
