"state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
"Georgia",NA,"37212; eth_HISPANIC/LATINO:3967; eth_NON-HISPANIC/LATINO:19131; eth_UNKNOWN:14114",NA,NA,NA,"AI/AN:47; ASIAN:541; BLACK:12948; NH/PI:20; OTHER:2100; UNKNOWN:10303; WHITE:11253",NA,NA,"1598; eth_HISPANIC/LATINO:57; eth_NON-HISPANIC/LATINO:1473; eth_UNKNOWN:68","AI/AN:4; ASIAN:27; BLACK:782; NH/PI:2; OTHER:26; UNKNOWN:49; WHITE:708",".:2; 22:2; 26:2; 27:1; 28:1; 29:3; 30:2; 31:4; 32:2; 33:6; 34:5; 35:2; 36:3; 37:3; 38:3; 39:1; 40:2; 42:3; 43:4; 44:7; 45:7; 46:5; 47:3; 48:13; 49:13; 50:8; 51:6; 52:6; 53:16; 54:15; 55:12; 56:19; 57:14; 58:22; 59:19; 60:17; 61:26; 62:29; 63:39; 64:25; 65:40; 66:36; 67:34; 68:45; 69:28; 70:41; 71:44; 72:28; 73:53; 74:43; 75:52; 76:40; 77:42; 78:52; 79:50; 80:34; 81:47; 82:47; 83:51; 84:49; 85:54; 86:24; 87:39; 88:29; 89:38; 90+:186","FEMALE:755; MALE:843","No:75; Unknown:514; Yes:1009","6767",NA,NA,NA,"webpage",NA,"05/16/2020"
"Hawaii","41788","639",NA,NA,NA,"AI/AN:0; ASIAN:0.29; BLACK:0.01; MULTI:0.28; OTHER:0.01; UNKNOWN:0; WHITE:0.26; NA:0.15","0-19:33; 20-39:214; 40-59:221; 60+:171",NA,"17",NA,NA,NA,NA,"82",NA,"0-19:1; 20-39:7; 40-59:23; 60+:51",NA,"manual",NA,"05/16/2020"
"Idaho","36456","2419",NA,NA,NA,"AI/AN:0.0132; ASIAN:0.0235; BLACK:0.0183; MULTI:0.039; OTHER:0.1387; UNKNOWN:0; WHITE:0.7656","0-17:112; 18-29:500; 30-39:390; 40-49:394; 50-59:394; 60-69:295; 70-79:170; 80+:161","FEMALE:1322; MALE:1092","73","AI/AN:0; ASIAN:2; BLACK:1; MULTI:0; OTHER:0; UNKNOWN:0; WHITE:70","0-17:0; 18-29:0; 30-39:0; 40-49:0; 50-59:2; 60-69:9; 70-79:15; 80+:47","FEMALE:35; MALE:38",NA,"213",NA,NA,NA,"manual",NA,"05/16/2020"
"Illinois","561649; Unknown:38615; <20:32140; 20-29:73059; 30-39:86644; 40-49:84813; 50-59:90039; 60-69:74730; 70-79:44727; 80+:36882; Male:222933; Female:282601; Unknown/Left Blank:56115; White:131778; Black:52393; Left Blank:294989; Other:22066; Asian:9310; Hispanic:50229; NH/PI*:474; AI/AN**:410","92457",23047,2088,71,"AI/AN:155; ASIAN:2795; BLACK:16403; HISPANIC:27196; NH/PI:217; OTHER:3594; UNKNOWN:23106; WHITE:18991","0-20:4951; 20-29:13886; 30-39:15111; 40-49:16838; 50-59:16761; 60-69:11690; 70-79:6566; 80+:6592; UNKNOWN:62","FEMALE:46371; MALE:44036; UNKNOWN/OTHER:2050","4129","AI/AN:7; ASIAN:191; BLACK:1304; HISPANIC:731; NH/PI:2; OTHER:34; UNKNOWN:97; WHITE:1763","0-20:3; 20-29:18; 30-39:61; 40-49:140; 50-59:352; 60-69:721; 70-79:1005; 80+:1829; UNKNOWN:0","FEMALE:1836; MALE:2288; UNKNOWN/OTHER:5",NA,NA,NA,NA,NA,"webpage",NA,"05/16/2020"
"Indiana","171358","27280; eth_Hispanic or Latino:2947; eth_Not Hispanic or Latino:9840; eth_Unknown:14493",118,651,14,"ASIAN:399; BLACK:3877; OTHER:4511; UNKNOWN:6077; WHITE:12416","0-19:947; 20-29:3691; 30-39:4290; 40-49:4649; 50-59:4724; 60-69:3650; 70-79:2367; 80+:2939; UNKNOWN:23","FEMALE:13993; MALE:12591; UNKNOWN/OTHER:696","1596; eth_Hispanic or Latino:25; eth_Not Hispanic or Latino:891; eth_Unknown:680","ASIAN:7; BLACK:249; OTHER:181; UNKNOWN:119; WHITE:1040","0-19:2; 20-29:3; 30-39:12; 40-49:30; 50-59:93; 60-69:262; 70-79:394; 80+:798; UNKNOWN:2","FEMALE:741; MALE:819; UNKNOWN/OTHER:36",NA,NA,NA,NA,NA,"interactive","beds_all_occupied_beds_covid_19:1274; beds_icu_total:2781; beds_icu_occupied_beds_covid_19:426; bed_occupied_icu_non_covid:1255; beds_available_icu_beds_total:1100; vents_total:3039; vents_all_in_use_covid_19:199; vents_non_covid_pts_on_vents:387; vents_all_available_vents_not_in_use:2453","05/15/2020"
"Iowa","96300","14328",NA,NA,NA,"AI/AN:0; ASIAN:0.1; BLACK:0.12; MULTI:0; OTHER:0.22; UNKNOWN:0; WHITE:0.56","0-17:0.03; 18-40:0.42; 41-60:0.37; 61-80:0.14; 80+:0.05","FEMALE:0.46; MALE:0.5","346","AI/AN:0.0058; ASIAN:0.029; BLACK:0.0551; MULTI:0.1101; OTHER:0; UNKNOWN:0.1101; WHITE:0.7797","0-17:0; 18-40:0.0203; 41-60:0.1014; 61-80:0.4116; 80+:0.4667","FEMALE:0.4754; MALE:0.5246",NA,NA,NA,NA,NA,"manual",NA,"05/16/2020"
"Kansas","61488","7886",NA,NA,NA,"AI/AN:25; ASIAN:449; BLACK:822; MULTI:0; OTHER:184; UNKNOWN:1720; WHITE:4686","0-9:152; 10-17:234; 18-24:944; 25-34:1503; 35-44:1502; 45-54:1420; 55-64:1146; 65-74:498; 75-84:256; 85+:217; UNKNOWN:14","FEMALE:3287; MALE:4392","172","AI/AN:1; ASIAN:1; BLACK:53; MULTI:0; OTHER:2; UNKNOWN:10; WHITE:105","0-9:0; 10-17:0; 18-24:0; 25-34:0; 35-44:5; 45-54:7; 55-64:25; 65-74:30; 75-84:39; 85+:66; UNKNOWN:NA","FEMALE:84; MALE:88",NA,"724","AI/AN:5; ASIAN:23; BLACK:157; MULTI:0; WHITE:464; NA:75","0-9:4; 10-17:0; 18-24:11; 25-34:31; 35-44:79; 45-54:108; 55-64:159; 65-74:139; 75-84:104; 85+:89; UNKNOWN:NA",NA,"manual",NA,"05/16/2020"
"Kentucky","129405","7688; eth_Hispanic:13.56%; eth_Non-Hispanic:86.44%",NA,NA,NA,"AI/AN:5e-04; ASIAN:0.0597; BLACK:0.1477; MULTI:0.0522; NH:9e-04; WHITE:0.739","0-9:104; 10-19:244; 20-29:1019; 30-39:1189; 40-49:1249; 50-59:1158; 60-69:927; 70-79:623; 80+:643; UNKNOWN:532","FEMALE:3772; MALE:3663; UNKNOWN/OTHER:253","334",NA,"0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:5; 50-59:22; 60-69:53; 70-79:78; 80+:174; UNKNOWN:0","FEMALE:190; MALE:143; UNKNOWN/OTHER:1",NA,"1504",NA,"0-9:16; 10-19:42; 20-29:179; 30-39:198; 40-49:219; 50-59:283; 60-69:217; 70-79:152; 80+:156; UNKNOWN:42","FEMALE:860; MALE:641; UNKNOWN/OTHER:3","arcgis","icu_0-9:0; icu_10-19:1; icu_20-29:7; icu_30-39:15; icu_40-49:16; icu_50-59:44; icu_60-69:54; icu_70-79:57; icu_80+:22; icu_Unconfi:0; icu_F:99; icu_M:116; icu_U:1; recovered:2768; total_icu:216","05/13/2020"
"Louisiana","259742","34117",NA,280,NA,NA,"0-18:570; 18-29:4142; 30-39:5417; 40-49:5688; 50-59:6408; 60-69:5557; 70+:6335","FEMALE:0.55; MALE:0.4; UNKNOWN/OTHER:0.05","2413; Unknown:17.26%; Hispanic/Latino:1.75%; Non-Hispanic/Latino:81.00%","AI/AN:1; ASIAN:18; BLACK:1256; NH/PI:5; OTHER:17; UNKNOWN:19; WHITE:924","0-18:2; 18-29:9; 30-39:42; 40-49:92; 50-59:209; 60-69:440; 70+:1619","FEMALE:0.452; MALE:0.5446; UNKNOWN/OTHER:0.0031","x (deaths); Asthma:3.69%; Cancer:6.79%; Cardiac Disease:18.78%; Chronic Kidney Disease:18.41%; Congestive Heart Failure:11.21%; Diabetes:33.14%; Hypertension:53.42%; Neurological:6.65%; Pulmonary:10.62%",NA,NA,NA,NA,"arcgis + tableau + downloadable csv","HospVent_In Use:490; HospVent_Still Available:1586; Bed_In Use:8502; Bed_Still Available:6075; ICU_In Use:1310; ICU_Still Available:759","05/16/2020"
"Maine",NA,"1648",NA,NA,NA,"AI/AN:2; ASIAN/PI:22; BLACK:140; MULTI:3; OTHER:37; UNKNOWN:331; WHITE:980","0-20:54; 20-29:194; 30-39:201; 40-49:257; 50-59:317; 60-69:260; 70-79:186; 80+:179","FEMALE:867; MALE:781; UNKNOWN/OTHER:0","70",NA,NA,NA,NA,"214",NA,NA,NA,"tableau and interactive webpage","eth_Hispanic:44; eth_Not Hispanic:973; eth_Not Disclosed:498; curr_Total Hospitalized:37; curr_In Critical Care:19; curr_On a Ventilator:10; Available Critical Care Beds:174; Total Critical Care Beds:360; Available Ventilators:250; Total Ventilators:311; Alternative Ventilators:426; recovered:1","05/16/2020"
"Maryland","190175","37968",NA,NA,NA,"HISPANIC:8615; NH ASIAN:738; NH BLACK:11795; NH OTHER:1814; NH WHITE:7865; UNKNOWN:7141","0-9:743; 10-19:1437; 20-29:5000; 30-39:6880; 40-49:6818; 50-59:6354; 60-69:4665; 70-79:3142; 80+:2929","FEMALE:19800; MALE:18168","1842","HISPANIC:150; NH ASIAN:65; NH BLACK:760; NH OTHER:22; NH WHITE:762; UNKNOWN:83","20-29:10; 30-39:22; 40-49:51; 50-59:123; 60-69:290; 70-79:449; 80+:817; UNKNOWN:80","FEMALE:915; MALE:927",NA,"6755",NA,NA,NA,"arcgis + webpage","Number of probable deaths :115; Currently hospitalized :1500; Acute care :902; Intensive care :598; Released from isolation :2806","05/16/2020"
"Massachusetts","435679","83421",11318,1239,110,"HISPANIC:13787; NH ASIAN:1506; NH BLACK:7250; NH OTHER:3510; NH WHITE:21120; UNKNOWN:36248","0-19:3195; 20-29:10672; 30-39:12339; 40-49:12006; 50-59:13469; 60-69:11096; 70-79:7847; 80+:12570; UNKNOWN:227","FEMALE:45484; MALE:36704; UNKNOWN/OTHER:1233","5592; Hosp_Yes:3136; Hosp_No:653; Hosp_Unknown:1803; Preexist_Yes:2500; Preexist_No:42; Preexist_Unknown:3050","HISPANIC:341; NH ASIAN:91; NH BLACK:284; NH OTHER:167; NH WHITE:2235; UNKNOWN:2474","0-19:0; 20-29:7; 30-39:16; 40-49:50; 50-59:196; 60-69:552; 70-79:1266; 80+:3505; UNKNOWN:0","FEMALE:2884; MALE:2703",NA,"8261","NH ASIAN:222; NH BLACK:799; NH WHITE:3072; NA:4221","0-19:53; 20-29:190; 30-39:382; 40-49:603; 50-59:1138; 60-69:1554; 70-79:1798; 80+:2595; UNKNOWN:1",NA,"pdf","Cases.in.Residents.Healthcare.Workers.of.LTCFs:17744; facilities:342; Deaths.Reported.in.LTCFs:3414; Total.number.of.COVID.patients.in.hospital.today:2767; Net.new.hospitalizations:-92; X5.day.average.of.net.new.hospitalizations:-72.2; ICU:749","05/15/2020"
"Michigan","411506","50504; eth1_Hispanic/Latino:6%; eth1_Non-Hispanic Latino:63%; eth1_Unknown:31%; eth2_Arab:2%; eth2_Non-Arab:35%; eth2_Unknown:63%",NA,11,NA,"AI/AN:0.01; ASIAN/PI:0.02; BLACK:0.32; MULTI:0.08; OTHER:0.05; UNKNOWN:0.17; WHITE:0.36","0-19:0.03; 20-29:0.11; 30-39:0.13; 40-49:0.16; 50-59:0.18; 60-69:0.16; 70-79:0.11; 80+:0.11; UNKNOWN:0.01","FEMALE:0.53; MALE:0.46; UNKNOWN/OTHER:0.01","4880; eth1_Hispanic/Latino:2%; eth1_Non-Hispanic Latino:80%; eth1_Unknown:18%; eth2_Arab:1%; eth2_Non-Arab:37%; eth2_Unknown:62%","AI/AN:0.01; ASIAN/PI:0.01; BLACK:0.4; MULTI:0.02; OTHER:0.02; UNKNOWN:0.05; WHITE:0.5","0-19:0.01; 20-29:0.01; 30-39:0.01; 40-49:0.03; 50-59:0.08; 60-69:0.18; 70-79:0.27; 80+:0.42; UNKNOWN:0","FEMALE:0.47; MALE:0.53; UNKNOWN/OTHER:0.01",NA,"?",NA,NA,NA,"webpage","recovered:28234; # of ED Discharges:544; # In Critical Care:488; # on Ventilators:434; # of Inpatients:1114; ICU:636","05/16/2020"
"Minnesota",NA,"14969; ethHisp:2234; ethNonHis:7706; ethUnknown:5029",NA,NA,NA,"AI:105; ASIAN:581; BLACK:3160; MULTI:239; OTHER:1462; PI:19; UNKNOWN:4347; WHITE:5056","0-5:186; 6-19:830; 20-29:2628; 30-39:2982; 40-49:2340; 50-59:2287; 60-69:1476; 70+:2232; UNKNOWN:8","FEMALE:7406; MALE:7271; UNKNOWN/OTHER:286","700; Hisp:15; NonHi:472; HispU:213","ASIAN:16; BLACK:37; OTHER:2; UNKNOWN:179; WHITE:452; NA:14",NA,NA,NA,"1339",NA,NA,NA,"arcgis","ExpsrCrzSh:626; ExpsrIntrn:3693; ExpsrLklyE:924; ExpsrAnthr:2600; ExpsrInMN:2751; ExpsrMsng:4375; ResPriv:8238; ResLTCF:1950; ResLngTrm:0; ResAssLvg:0; ResHmlShel:63; ResJail:150; ResCollDrm:261; ResOther:15; ResMsng:4276; ResWorkDor:1; ResPrvPrct:53; ResLTCFPrct:13; ResRBHPrct:2; ResHmLsPrct:0; ResJailPrct:1; ResWDrmPrct:0; ResOthPrct:0; ResUnknPrct:30; released_from_iso:10271; healthcare_worker:1765","05/15/2020"
"Mississippi",NA,"11123",NA,NA,NA,"AI/AN:101; ASIAN:34; BLACK:5438; MULTI:0; OTHER:109; UNKNOWN:511; WHITE:3036","0-17:547; 18-29:1828; 30-39:1727; 40-49:1891; 50-59:1788; 60-69:1485; 70-79:923; 80-89:635; 90+:281; UNKNOWN:NA","FEMALE:0; MALE:3790; UNKNOWN/OTHER:0","510","AI/AN:17; ASIAN:0; BLACK:266; MULTI:0; OTHER:0; UNKNOWN:0; WHITE:223","0-17:0; 18-29:1; 30-39:10; 40-49:19; 50-59:37; 60-69:111; 70-79:143; 80-89:118; 90+:71; UNKNOWN:NA",NA,NA,NA,NA,"0-17:17; 18-29:62; 30-39:105; 40-49:198; 50-59:273; 60-69:419; 70-79:358; 80-89:216; 90+:100; UNKNOWN:NA",NA,"pdf","Age data manually entered","05/16/2020"
"Missouri","139340","10675",NA,NA,NA,NA,"0-20:352; 20-24:627; 25-29:742; 30-34:717; 35-39:718; 40-44:763; 45-49:871; 50-54:905; 55-59:990; 60-64:941; 65-69:736; 70-74:596; 75-79:464; 80+:1244; UNKNOWN:9","FEMALE:5749; MALE:4857; UNKNOWN/OTHER:69","589",NA,"0-20:0; 80+:275; 20-29:1; 30-39:3; 40-49:12; 50-59:43; 60-69:106; 70-79:149",NA,NA,NA,NA,NA,NA,"webpage + arcgis",NA,"05/16/2020"
"Montana",NA,"468; eth_Hispanic/Latino:11; eth_Not Hispanic/Latino:437",NA,NA,NA,"AI/AN/NH/PI:29; ASIAN:1; BLACK:2; OTHER:4; PENDING:5; WHITE:427","0-9:3; 10-19:17; 20-29:92; 30-39:77; 40-49:67; 50-59:85; 60-69:74; 70-79:36; 80+:17","FEMALE:243; MALE:225","16",NA,NA,NA,NA,"63",NA,NA,NA,"arcgis + webpage","curr_Hospitalized:3; curr_Recovering:18; curr_Recovered and released from isolation:431","05/16/2020"
"Nebraska","65774","10220",5682,448,NA,NA,NA,NA,"122",NA,NA,NA,NA,"581",NA,NA,NA,NA,"beds_avail:3916; beds_avail_percent:48; icu_beds_avail:737; icu_beds_avail_percent:41; vent_equip_avail:784; vent_equip_avail_percent:76","05/16/2020"
"Nevada","73664","6662",NA,NA,NA,NA,"0-9:91; 10-19:293; 20-29:946; 30-39:1094; 40-49:1024; 50-59:1184; 60-69:892; 70+:955; UNKNOWN:183","FEMALE:3402; MALE:3151; UNKNOWN/OTHER:9","349",NA,"0-9:0; 10-19:8; 20-29:24; 30-39:32; 40-49:136; 50-59:248; 60-69:544; 70+:1680; UNKNOWN:16","FEMALE:1072; MALE:1576; UNKNOWN/OTHER:0",NA,NA,NA,NA,NA,"manual",NA,"05/16/2020"
"New Hampshire",NA,"3160",NA,NA,NA,"AI/AN:0; ASIAN:70; BLACK:131; MULTI:0; OTHER:206; UNKNOWN:0; WHITE:1685","0-9:29; 10-19:126; 20-29:448; 30-39:430; 40-49:433; 50-59:583; 60-69:447; 70-79:266; 80+:396; UNKNOWN:NA","FEMALE:1742; MALE:1407; UNKNOWN/OTHER:0","1231","AI/AN:0; ASIAN:0; BLACK:0; MULTI:0; OTHER:3; UNKNOWN:0; WHITE:73","0-9:0; 10-19:0; 20-29:2; 30-39:0; 40-49:5; 50-59:0; 60-69:10; 70-79:32; 80+:84; UNKNOWN:NA","FEMALE:61; MALE:71; UNKNOWN/OTHER:0",NA,"318","AI/AN:0; ASIAN:10; BLACK:13; MULTI:0; WHITE:220; NA:8","0-9:2; 10-19:4; 20-29:10; 30-39:11; 40-49:28; 50-59:50; 60-69:92; 70-79:74; 80+:47; UNKNOWN:NA","FEMALE:127; MALE:191; UNKNOWN/OTHER:0","pdf","Race/ethnicity combined","05/16/2020"
"New Jersey",NA,"143905",NA,NA,NA,"AI/AN:0; ASIAN:3756; BLACK:13196; MULTI:0; OTHER:7890; UNKNOWN:0; WHITE:27052","0-4:607; 5-17:2516; 18-29:17697; 30-49:46145; 50-64:41859; 65-79:20948; 80+:13844; UNKNOWN:NA","FEMALE:71656; MALE:71665; UNKNOWN/OTHER:584","10138",NA,NA,NA,NA,"14807",NA,NA,NA,"pdf","Site combined race and ethnicity, so calculation needed","05/16/2020"
"New Mexico","128574","5847",NA,NA,NA,"AI/AN:0.5793; ASIAN:0.0083; BLACK:0.0293; HISPANIC:0.2182; UNKNOWN:0.027; WHITE:0.1318","0-9:0.0431; 10-19:0.0842; 20-29:0.1539; 30-39:0.1622; 40-49:0.1539; 50-59:0.1537; 60-69:0.1232; 70-79:0.0578; 80-89:0.0453; 90+:0.0226","FEMALE:0.5372; MALE:0.4628","259",NA,NA,NA,NA,"886",NA,NA,NA,"public dashboard","recovered:1; curr_hosp:2","05/16/2020"
"New York","1378717","348232",NA,NA,NA,NA,NA,"FEMALE:0.482; MALE:0.513; UNKNOWN/OTHER:0.005","22478","AI/AN:0; ASIAN:0.07; BLACK:0.28; MULTI:0; OTHER:0.04; UNKNOWN:0; WHITE:0.27","0-19:14; 20-29:81; 30-39:303; 40-49:798; 50-59:2162; 60-69:4409; 70-79:5880; 80+:8822; UNKNOWN:9","FEMALE:9367; MALE:13102; UNKNOWN/OTHER:9",NA,NA,NA,NA,NA,"manual",NA,"05/16/2020"
