"X.1","state_name","total.tested","total.case","total.tested.today","total.positive.today","total.death.today","positive_race","positive_age","positive_gender","total.death","death_race","death_age","death_gender","comorbidities","total_hosp","hosp_race","hosp_age","hosp_gender","platform","comments","last.update"
6,"Louisiana","953426","79827",NA,NA,NA,"AI/AN:  138; ASIAN: 1119; BLACK:27423; HN/PI:   75; OTHER: 5552; UNKNOWN:12519; WHITE:19501","0-17:5370; 18-29:17508; 30-39:13138; 40-49:12212; 50-59:11872; 60-69:9392; 70+:10166","FEMALE:0.56; MALE:0.42; UNKNOWN:0.02","3315; eth_Hispanic/Latino:2.00%; eth_Non-Hispanic/Latino:90.00%; eth_Unknown:8.00%","AI/AN:   4; ASIAN:  23; BLACK:1671; HN/PI:   5; OTHER:  16; UNKNOWN:   1; WHITE:1468","0-17:3; 18-29:11; 30-39:59; 40-49:118; 50-59:293; 60-69:588; 70+:2243","FEMALE:0.48; MALE:0.52; UNKNOWN:0","Asthma:4.28%; Cancer:7.62%; Cardiac Disease:21.22%; Chronic Kidney Disease:20.41%; Congestive Heart Failure:14.32%; Diabetes:37.82%; Hypertension:62.09%; Neurological:14.52%; Obesity:19.86%; Pulmonary:12.54%",NA,NA,NA,NA,"arcgis + tableau + downloadable csv","curr_hosp:568; curr_vent:76; Beds_In Use:9398; Beds_Still Available:5418; Hospital Vents_In Use:545; Hospital Vents_Still Available:1545; ICU Beds_In Use:1401; ICU Beds_Still Available:680","07/13/20"
23,"Maine","123247","3558; eth_Not Hispanic or Latino:2809; eth_Unknown:611; eth_Hispanic or Latino:138",NA,NA,NA,"AI/AN:   6; ASIAN:  85; BLACK: 821; HN/PI:   2; MULTI:  20; OTHER: 106; UNKNOWN: 379; WHITE:2139","0-19:309; 20-29:563; 30-39:542; 40-49:553; 50-59:579; 60-69:413; 70-79:293; 80+:306","FEMALE:1848; MALE:1710","114; eth_Not Hispanic or Latino:89; eth_Unknown:20; eth_Hispanic or Latino:0","AI/AN: 0; ASIAN: 0; BLACK: 2; HN/PI: 0; MULTI: 0; OTHER: 0; UNKNOWN:12; WHITE:95",NA,"FEMALE:61; MALE:53",NA,"372; eth_Not Hispanic or Latino:301; eth_Unknown:51; eth_Hispanic or Latino:7","AI/AN:  0; ASIAN:  7; BLACK: 38; HN/PI:  0; MULTI:  0; OTHER:  3; UNKNOWN: 16; WHITE:295",NA,"FEMALE:161; MALE:211","tableau and interactive webpage","Total Hospitalized:18; In Critical Care:8; On a Ventilator:3; Available Critical Care Beds:157; Total Critical Care Beds:395; Available Ventilators:266; Total Ventilators:318; Alternative Ventilators:441; recovered:3008","07/13/20"
9,"Maryland","818993","73527",NA,NA,NA,"HISPANIC:19491; NH ASIAN: 1427; NH BLACK:21250; NH OTHER: 3518; NH WHITE:14901; UNKNOWN:12940","0-9:2297; 10-19:4019; 20-29:11422; 30-39:13765; 40-49:12840; 50-59:11380; 60-69:8065; 70-79:5081; 80+:4658","FEMALE:38231; MALE:35296","3325","HISPANIC: 371; NH ASIAN: 130; NH BLACK:1347; NH OTHER:  35; NH WHITE:1424; UNKNOWN:  18","0-9:0; 10-19:1; 20-29:19; 30-39:47; 40-49:104; 50-59:263; 60-69:534; 70-79:806; 80+:1537; UNKNOWN:14","FEMALE:1641; MALE:1684",NA,"11467",NA,NA,NA,"arcgis + webpage","Currently hospitalized :386; Acute care :278; Intensive care :108; Released from isolation :5230","07/14/20"
1,"Massachusetts","951512","111597",11119,172,15,"HISPANIC:21803; NH ASIAN: 2334; NH BLACK:10493; NH OTHER: 5839; NH WHITE:34076; UNKNOWN:37052","0-19:6104; 20-29:15789; 30-39:16848; 40-49:15880; 50-59:17625; 60-69:14314; 70-79:9571; 80+:15192; UNKNOWN:274","FEMALE:60821; MALE:49245; UNKNOWN:1531","8325; Hosp_Yes:4487; Hosp_No:1206; Hosp_Unknown:2632; Preexist_Yes:4070; Preexist_No:73; Preexist_Unknown:4182","HISPANIC: 575; NH ASIAN: 215; NH BLACK: 684; NH OTHER: 542; NH WHITE:6240; UNKNOWN:  69","0-19:0; 20-29:16; 30-39:35; 40-49:86; 50-59:295; 60-69:868; 70-79:1813; 80+:5212; UNKNOWN:0","FEMALE:4467; MALE:3857",NA,"11607","HISPANIC:1585; NH ASIAN: 373; NH BLACK:1363; NH OTHER: 901; NH WHITE:5705; UNKNOWN:1681","0-19:111; 20-29:296; 30-39:547; 40-49:829; 50-59:1516; 60-69:2233; 70-79:2490; 80+:3585; UNKNOWN:1",NA,"pdf","Cases.in.Residents.Healthcare.Workers.of.LTCFs:23674; facilities:369; Deaths.Reported.in.LTCFs:5274; Total.number.of.COVID.patients.in.hospital.today:583; Net.new.hospitalizations:11; X5.day.average.of.net.new.hospitalizations:-7.6; ICU:93; Net.New.number.ICU:6; Total.number.intubated:43; Net.New.number.intubated:-1; Confirmed.COVID.19.hospitalizations:19; Suspected.COVID.19.hospitalizations:279","07/12/20"
5,"Michigan","1332667","77198; eth1_Hispanic/Latino:8%; eth1_Non-Hispanic Latino:65%; eth1_Unknown:27%; eth2_Arab:2%; eth2_Non-Arab:42%; eth2_Unknown:56%",NA,NA,NA,"AI/AN:  270; ASIAN/PI: 1502; BLACK:20614; MULTI: 4832; OTHER: 4312; UNKNOWN: 9776; WHITE:28328","0-19:3382; 20-29:10201; 30-39:9951; 40-49:10781; 50-59:11741; 60-69:10113; 70-79:6756; 80+:6701; UNKNOWN:8","FEMALE:36517; MALE:32989; UNKNOWN:128","6321; eth1_Hispanic/Latino:2%; eth1_Non-Hispanic Latino:83%; eth1_Unknown:15%; eth2_Arab:1%; eth2_Non-Arab:44%; eth2_Unknown:55%","AI/AN:   6; ASIAN/PI:  70; BLACK:2391; MULTI:  82; OTHER: 102; UNKNOWN: 199; WHITE:3140","0-19:0; 20-29:8; 30-39:55; 40-49:181; 50-59:470; 60-69:1070; 70-79:1621; 80+:2585; UNKNOWN:0","FEMALE:2869; MALE:3121; UNKNOWN:0",NA,NA,NA,NA,NA,"webpage","# of ED Discharges:596; # In Critical Care:205; # on Ventilators:113; # of Inpatients:388; ICU:184","07/14/20"
NA,"Minnesota","768989","42772; eth_hispanic:8992; eth_non_hispanic:26514; eth_unk:7266",NA,NA,NA,"AI/AN:  345; ASIAN: 2950; BLACK: 8755; HN/PI:   94; MULTI:  695; OTHER: 5112; UNKNOWN: 6527; WHITE:18294","0-5:912; 6-19:4244; 20-29:9831; 30-39:8106; 40-49:6331; 50-59:5625; 60-69:3302; 70-79:1847; 80-89:1656; 90-99:866; 100+:50; UNKNOWN:2","FEMALE:21453; MALE:20629; OTHER:11; UNKNOWN:679","1504; eth_hispanic:60; eth_non_hispanic:1420; eth_unk:24","AI/AN:  27; ASIAN:  62; BLACK: 148; HN/PI:   3; MULTI:  22; OTHER:  15; UNKNOWN:  16; WHITE:1211","0-5:0; 6-19:0; 20-29:2; 30-39:11; 40-49:19; 50-59:77; 60-69:181; 70-79:285; 80-89:513; 90-99:388; 100+:28; UNKNOWN:0","FEMALE:761; MALE:718; OTHER:0; UNKNOWN:11",NA,"4424; eth_hispanic:667; eth_non_hispanic:3144; eth_unk:494","AI/AN: 101; ASIAN: 408; BLACK: 926; HN/PI:   8; MULTI:  93; OTHER: 312; UNKNOWN: 438; WHITE:2019","0-5:33; 6-19:96; 20-29:312; 30-39:430; 40-49:496; 50-59:806; 60-69:787; 70-79:627; 80-89:537; 90-99:174; 100+:7; UNKNOWN:0","FEMALE:2126; MALE:2144; OTHER:0; UNKNOWN:35","manual",NA,"07/13/2020"
NA,"Mississippi","356963","31257; eth_hispanic:1544; eth_non_hispanic:21674; eth_unk:8039",NA,NA,NA,"AI/AN: 1076; ASIAN:  101; BLACK:15110; HN/PI:    0; MULTI:    0; OTHER: 2824; UNKNOWN: 3499; WHITE: 8647","0-17:3449; 18-29:7767; 30-39:5753; 40-49:5700; 50-59:5325; 60-69:4113; 70-79:2529; 80-89:1450; 90+:586; UNKNOWN:NA","FEMALE:0.578; MALE:0.416; UNKNOWN:0.005","1114; eth_hispanic:18; eth_non_hispanic:1023; eth_unk:73","AI/AN:  74; ASIAN:   0; BLACK: 625; HN/PI:   0; MULTI:   0; OTHER:  19; UNKNOWN:-128; WHITE: 524","0-17:0; 18-29:7; 30-39:19; 40-49:56; 50-59:114; 60-69:270; 70-79:336; 80-89:277; 90+:171; UNKNOWN:NA","FEMALE:639; MALE:603; UNKNOWN:0",NA,"3530",NA,"0-17:43; 18-29:152; 30-39:203; 40-49:410; 50-59:598; 60-69:798; 70-79:706; 80-89:440; 90+:180; UNKNOWN:NA",NA,"pdf","Age data manually entered","07/13/20"
31,"Missouri","517947","29714; eth_HISPANIC:3226; eth_NON HISPANIC:18181; eth_REFUSED TO ANSWER:24; eth_UNKNOWN:7875; eth_TOTAL:29306",NA,NA,NA,"BLACK: 6910; MULTI:  783; UNKNOWN: 5505; WHITE:12277","0-19:2706; 20-24:3140; 25-29:2907; 30-34:2547; 35-39:2332; 40-44:2068; 45-49:2114; 50-54:2112; 55-59:2133; 60-64:1913; 65-69:1406; 70-74:1164; 75-59:912; 80+:2223","FEMALE:15973; MALE:13516; UNKNOWN:225","1102; eth_HISPANIC:28; eth_NON HISPANIC:941; eth_UNKNOWN:132","BLACK:373; MULTI:  9; UNKNOWN: 39; WHITE:631","0-19:0; 80+:575; 20-29:6; 30-39:5; 40-49:21; 50-59:69; 60-69:153; 70-79:274","FEMALE:567; MALE:533; UNKNOWN:3",NA,NA,NA,NA,NA,"webpage + arcgis","expr_ADPHDistrict:4; expr_DIED:1; expr_Shape__Length:2; expr_LabTestCount:3","07/14/20"
26,"Montana","118695","1843; eth_Hispanic/Latino:98; eth_Not Hispanic/Latino:1188",NA,NA,NA,"AI/AN/HN/PI: 192; ASIAN:   3; BLACK:  11; OTHER:  23; PENDING: 524; WHITE:1090","0-9:67; 10-19:151; 20-29:435; 30-39:311; 40-49:232; 50-59:234; 60-69:218; 70-79:107; 80+:88","FEMALE:939; MALE:904","32",NA,NA,NA,NA,"133",NA,NA,NA,"arcgis + webpage","curr_Hospitalized:28; curr_Recovering:908; curr_Recovered and released from isolation:875","07/14/20"
30,"Nebraska","223482","21979; eth_Hispanic:9073; eth_NonHispanic:7383; eth_Unknown:3862",NA,NA,NA,"AI/AN: 1531; ASIAN: 1231; HN/PI:   33; OTHER: 1614; UNKNOWN: 3427; WHITE:12482","0-19:2498; 20-34:6747; 35-44:3871; 45-54:3879; 55-64:2692; 65-74:1164; 75-84:532; 85+:329; UNKNOWN:5","FEMALE:10487; MALE:10332; UNKNOWN:898","286; eth_Hispanic:67; eth_NonHispanic:187; eth_Unknown:33","AI/AN: 29; ASIAN: 16; HN/PI:  0; OTHER: 10; UNKNOWN: 12; WHITE:220","0-19:0; 20-34:3; 35-44:5; 45-54:19; 55-64:54; 65-74:71; 75-84:70; 85+:64; UNKNOWN:0","FEMALE:128; MALE:158; UNKNOWN:0",NA,"1453; eth_Hispanic:599; eth_NonHispanic:713; eth_Unknown:131","AI/AN:148; ASIAN: 96; HN/PI:  3; OTHER:119; UNKNOWN: 83; WHITE:994","0-19:35; 20-34:117; 35-44:147; 45-54:259; 55-64:329; 65-74:265; 75-84:186; 85+:104; UNKNOWN:0","FEMALE:692; MALE:745; UNKNOWN:5",NA,NA,"07/15/20"
NA,"Nevada","434401","27638",NA,NA,NA,"AI/AN:  87; ASIAN:1164; BLACK:1261; HISPANIC:6129; OTHER:1500; WHITE:4480","0-9:775; 10-19:1871; 20-29:5626; 30-39:5148; 40-49:4440; 50-59:3966; 60-69:2447; 70+:1991; UNKNOWN:1419","FEMALE:13320; MALE:12502; UNKNOWN:1861","593","AI/AN:  4; ASIAN: 78; BLACK: 65; HISPANIC: 86; OTHER: 11; WHITE:257","0-9:0; 10-19:2; 20-29:3; 30-39:7; 40-49:31; 50-59:56; 60-69:115; 70+:361; UNKNOWN:18","FEMALE:225; MALE:326; UNKNOWN:42",NA,NA,NA,NA,NA,"manual",NA,"07/13/20"
NA,"New Hampshire",NA,"6054",NA,NA,NA,"AI/AN:   0; ASIAN: 153; BLACK: 309; HISPANIC: 587; OTHER: 260; WHITE:3740","0-9:103; 10-19:275; 20-29:909; 30-39:823; 40-49:768; 50-59:1003; 60-69:782; 70-79:529; 80+:862","FEMALE:3488; MALE:2561; UNKNOWN:0","391","AI/AN:  0; ASIAN:  3; BLACK:  7; HISPANIC: 11; OTHER: 10; WHITE:304","0-9:0; 10-19:0; 20-29:1; 30-39:0; 40-49:7; 50-59:9; 60-69:36; 70-79:96; 80+:242","FEMALE:197; MALE:193; UNKNOWN:0",NA,"589","AI/AN:  0; ASIAN: 16; BLACK: 26; HISPANIC: 58; OTHER: 15; WHITE:426","0-9:4; 10-19:5; 20-29:16; 30-39:28; 40-49:47; 50-59:88; 60-69:146; 70-79:135; 80+:120","FEMALE:251; MALE:338; UNKNOWN:0","manual","Race/ethnicity combined","07/13/20"
NA,"New Jersey","1721231","174959",NA,NA,NA,"HISPANIC:31946; NH ASIAN: 5328; NH BLACK:17880; NH OTHER:12107; NH WHITE:37558","0-4:873; 5-17:3723; 18-29:23566; 30-49:55415; 50-64:48634; 65-79:24806; 80+:17588; UNKNOWN:NA","FEMALE:88627; MALE:85388; UNKNOWN:944","15560","HISPANIC:2687; NH ASIAN: 736; NH BLACK:2441; NH OTHER: 236; NH WHITE:7223","0-4:2; 5-17:0; 18-29:53; 30-49:571; 50-64:2149; 65-79:4376; 80+:6427; UNKNOWN:NA","FEMALE:6310; MALE:7268; UNKNOWN:0",NA,"20632","HISPANIC:5275; NH ASIAN:1031; NH BLACK:3816; NH OTHER: 736; NH WHITE:8258","0-4:72; 5-17:107; 18-29:738; 30-49:3345; 50-64:5711; 65-79:5984; 80+:4655; UNKNOWN:NA","FEMALE:9154; MALE:11458; UNKNOWN:20","pdf","Site combined race and ethnicity, so calculation needed","07/13/20"
22,"New Mexico","424355","15291",NA,NA,NA,"AI/AN:0.4384; ASIAN:0.0070; BLACK:0.0187; HISPANIC:0.3466; UNKNOWN:0.0542; WHITE:0.1271","0-9:695; 10-19:1436; 20-29:2947; 30-39:2793; 40-49:2312; 50-59:2128; 60-69:1554; 70-79:738; 80-89:443; 90+:184","FEMALE:0.4891; MALE:0.5109","548",NA,NA,NA,NA,"2227",NA,NA,NA,"public dashboard","recovered:6363; curr_hosp:172","07/13/20"
NA,"New York","4673195","401706",NA,NA,NA,NA,NA,"FEMALE:0.4776; MALE:0.4982; UNKNOWN:0.0231","32029","ASIAN:0.0464; BLACK:0.1883; HISPANIC:0.2105; OTHER:0.0339; UNKNOWN:0.2201; WHITE:0.3006","0-9:4; 10-19:11; 20-29:93; 30-39:331; 40-49:858; 50-59:2389; 60-69:4862; 70-79:6485; 80-89:6426; 90+:3511; UNKNOWN:7059","FEMALE:10616; MALE:14354; UNKNOWN:7059",NA,NA,NA,NA,NA,"manual","Percentages present. Manual entry.","07/13/20"
NA,"North Carolina","1199575","85701; eth_hispanic:24999; eth_non_hispanic:31244; eth_unk:29458",NA,NA,NA,"AI/AN:  652; ASIAN: 1131; BLACK:13921; HN/PI:  186; MULTI:    0; OTHER: 9860; UNKNOWN:27534; WHITE:32417","0-17:9222; 18-24:11471; 25-49:38361; 50-64:16342; 65-74:5354; 75+:4880; UNKNOWN:71","FEMALE:43386; MALE:41470; UNKNOWN:845","1503; eth_hispanic:140; eth_non_hispanic:1259; eth_unk:104","AI/AN: 21; ASIAN: 22; BLACK:473; HN/PI:  3; MULTI:  0; OTHER: 92; UNKNOWN: 56; WHITE:836","0-17:1; 18-24:2; 25-49:80; 50-64:237; 65-74:301; 75+:882; UNKNOWN:0","FEMALE:699; MALE:793; UNKNOWN:11",NA,NA,NA,NA,NA,"pdf","Age data manually entered as percentages.","07/13/20"
25,"North Dakota","123878","4442",NA,108,NA,NA,"0-9:228; 10-9:371; 20-29:1097; 30-39:894; 40-49:617; 50-59:480; 60-69:339; 70-79:166; 80+:250","FEMALE:2336; MALE:2106","87",NA,"0-9:0; 10-9:0; 20-29:0; 30-39:0; 40-49:4; 50-59:3; 60-69:8; 70-79:17; 80+:55",NA,NA,"277",NA,"0-9:3; 10-9:1; 20-29:11; 30-39:37; 40-49:38; 50-59:58; 60-69:47; 70-79:36; 80+:46",NA,"datawrapper","recovered:10; curr_hosp:12; active_cases:15; risk_Close Contact:3; risk_Community:4; risk_Confirmed Travel:13; risk_Household:17; risk_Possible Travel:2; risk_Under Investigation:8; recovered_0-9:6; recovered_10-9:9; recovered_20-29:18; recovered_30-39:16; recovered_40-49:14; recovered_50-59:11; recovered_60-69:7; recovered_70-79:1; recovered_80+:5","07/13/20"
10,"Ohio","1020811","66853; eth_Non-hispanic:46227; eth_Hispanic:4742; eth_Unknown:15884",NA,6,0,"AI/AN:   79; ASIAN: 1919; BLACK:17699; HN/PI:  129; MULTI: 2171; OTHER: 4739; UNKNOWN: 8496; WHITE:31621","0-19:5138; 20-29:12936; 30-39:11273; 40-49:9843; 50-59:9896; 60-69:7571; 70-79:4886; 80+:5250; UNKNOWN:60","FEMALE:33555; MALE:32721; UNKNOWN:577","3064; eth_Non-hispanic:2935; eth_Hispanic:65; eth_Unknown:64; eth_Refuse:0","AI/AN:   1; ASIAN:  33; BLACK: 586; HN/PI:   1; MULTI:  37; OTHER:  20; UNKNOWN:  41; WHITE:2345","0-19:2; 20-29:11; 30-39:23; 40-49:46; 50-59:188; 60-69:431; 70-79:753; 80+:1609; UNKNOWN:1","FEMALE:1494; MALE:1570; UNKNOWN:0",NA,"8915; eth_Non-hispanic:7582; eth_Hispanic:566; eth_Unknown:755; eth_Refuse:12","AI/AN:  11; ASIAN: 212; BLACK:2886; HN/PI:  23; MULTI: 293; OTHER: 392; UNKNOWN: 242; WHITE:4849","0-19:152; 20-29:426; 30-39:609; 40-49:868; 50-59:1591; 60-69:1916; 70-79:1721; 80+:1631; UNKNOWN:1","FEMALE:4264; MALE:4632; UNKNOWN:19","tableau","today_hosp:0","07/13/20"
NA,"Oklahoma",NA,"20745",NA,NA,NA,"AI/AN: 1447; ASIAN: 1423; BLACK: 1552; MULTI/OTHER:  817; UNKNOWN: 3880; WHITE:11626","0-4:421; 5-17:1479; 18-35:7551; 36-49:4592; 50-64:3649; 65+:3053; UNKNOWN:NA","FEMALE:2323; MALE:2115; UNKNOWN:68","424","AI/AN: 34; ASIAN:  8; BLACK: 30; MULTI/OTHER: 11; UNKNOWN: 22; WHITE:319","0-4:0; 5-17:1; 18-35:6; 36-49:10; 50-64:67; 65+:340; UNKNOWN:NA","FEMALE:204; MALE:220; UNKNOWN:0",NA,"2063",NA,NA,NA,"pdf","Demographic and age data available, but age and demo data manually entered.","07/13/20"
29,"Oregon","311111","13081; eth_Hispanic:4631; eth_Not Hispanic:6270; eth_Not available:1537",NA,NA,NA,"AI/AN: 275; ASIAN: 429; BLACK: 523; HN/PI: 335; MULTI: 311; OTHER:3950; UNKNOWN:1432; WHITE:5183","0-9:521; 10-19:1174; 20-29:2763; 30-39:2304; 40-49:2185; 50-59:1752; 60-69:1156; 70-79:717; 80+:487; UNKNOWN:22","FEMALE:6740; MALE:6302; OTHER:2; UNKNOWN:37","247; eth_Hispanic:30; eth_Not Hispanic:185; eth_Unknown:22","AI/AN:  3; ASIAN:  9; BLACK:  6; HN/PI:  6; MULTI:  2; OTHER: 19; UNKNOWN: 18; WHITE:174","0-9:0; 10-19:0; 20-29:0; 30-39:2; 40-49:3; 50-59:12; 60-69:47; 70-79:67; 80+:116; UNKNOWN:0","FEMALE:111; MALE:136; OTHER:0; UNKNOWN:0",NA,"1290; eth_Hispanic:322; eth_Not Hispanic:827; eth_Unknown:85","AI/AN: 23; ASIAN: 56; BLACK: 58; HN/PI: 51; MULTI: 21; OTHER:279; UNKNOWN: 59; WHITE:687","0-9:10; 10-19:11; 20-29:75; 30-39:106; 40-49:163; 50-59:210; 60-69:265; 70-79:256; 80+:192; UNKNOWN:2","FEMALE:579; MALE:654; UNKNOWN:1","webpage","avail_Adult ICU beds:141; avail_Adult non-ICU beds:691; avail_Pediatric NICU/PICU beds:90; avail_Pediatric non-ICU beds:110; avail_Ventilators:772; total_Adult ICU beds:760; total_Adult non-ICU beds:4375; total_Pediatric NICU/PICU beds:322; total_Pediatric non-ICU beds:353; curr_Current hospitalized patients:207; curr_Current patients in ICU beds:53; curr_Current patients on ventilators:30","07/15/20"
3,"Pennsylvania","931474","95742; eth_Hispanic:7672; eth_Not Hispanic:20729; eth_Not Reported:67341",NA,NA,NA,"ASIAN: 1364; BLACK:12793; OTHER:  843; UNKNOWN:50818; WHITE:29924","0-9:1569; 20-29:14585; 30-39:14415; 40-49:13299; 50-59:15474; 60-69:12530; 70-79:8152; 80-89:7048; 90-99:4256; 100+:222; NOTREPORTED:120; 10-19:4054","FEMALE:0.55; MALE:0.44; OTHER:0; UNKNOWN:0.01","6911; eth_Hispanic:336; eth_Not Hispanic:5550","ASIAN: 142; BLACK:1216; MULTI/OTHER: 283; WHITE:4245","0-4:0; 5-9:0; 10-14:0; 15-19:0; 20-24:0; 25-29:6; 30-34:10; 35-39:7; 40-44:29; 45-49:64; 50-54:109; 55-59:185; 60-64:321; 65-69:471; 70-74:583; 75-79:665; 80-84:828; 85-89:1045; 90-94:974; 95-99:487; 100-104:90; 105-109:8","FEMALE:3047; MALE:2839","Neuro Dementia:1280; Cardio Hypertension:1236; Metabolic Diabetes:746; Respiratory COPD:464; Cardio Coronary Artery Disease:439; Kidney Chronic:404; Cardio Congestive Heart Failure:398; Cancer:245; Neuro Parkinson’s:151; Kidney End-Stage Renal:129; Metabolic Obesity:119; Respiratory Sleep Apnea:49; Respiratory Asthma:47; Liver Cirrhosis:27; Immuno Organ Transplant:12; Immuno HIV:11; Liver Chronic:6",NA,NA,"0-4:0.01; 5-12:0.01; 13-18:0.01; 19-24:0.01; 25-49:0.16; 50-64:0.26; 65+:0.56",NA,"webpage","pod_Hospice:120; pod_Hospital:3025; pod_Long-Term Living:2567; pod_Residence:171; pod_Other:3","07/10/20"
15,"Rhode Island","264216","17204",3383,41,2,"HISPANIC:5899; NH BLACK:1592; NH MULTI: 378; NH OTHER: 465; NH WHITE:4616; UNKNOWN:3541","0-9:443; 10-19:847; 20-29:2574; 30-39:2600; 40-49:2495; 50-59:2569; 60-69:1822; 70-79:1217; 80-89:1134; 90-99:735; 100+:54; PENDING:0","FEMALE:9080; MALE:7261; UNKNOWN:150","971","HISPANIC: 81; NH BLACK: 48; NH MULTI:  0; NH OTHER: 12; NH WHITE:641; UNKNOWN:178","0-9:0; 10-19:0; 20-29:0; 30-39:6; 40-49:12; 50-59:44; 60-69:94; 70-79:235; 80-89:307; 90-99:238; 100+:22; PENDING:0","FEMALE:511; MALE:449; UNKNOWN:0",NA,"2043","HISPANIC:548; NH BLACK:188; NH MULTI: 65; NH OTHER: 50; NH WHITE:768; UNKNOWN:400","0-9:14; 10-19:21; 20-29:92; 30-39:144; 40-49:230; 50-59:328; 60-69:408; 70-79:388; 80-89:272; 90-99:110; 100+:6; PENDING:6","FEMALE:921; MALE:1086; UNKNOWN:12","google doc","discharge-from-hosp:1683; curr_hosp:56; curr_ICU:5; curr_ICUvent:5","07/08/20"
NA,"South Carolina","74870","52419; eth_hispanic:0.12; eth_non_hispanic:0.55; eth_unk:0.33",NA,NA,NA,"ASIAN:0.01; BLACK:0.32; OTHER:0.09; UNKNOWN:0.11; WHITE:0.46","0-10:0.04; 11-20:0.11; 21-30:0.22; 31-40:0.16; 41-50:0.15; 51-60:0.14; 61-70:0.1; 71-80:0.06; 81+:0.03; UNKNOWN:NA","FEMALE:0.522; MALE:0.443; UNKNOWN:0.035","929; eth_hispanic:0.04; eth_non_hispanic:0.84; eth_unk:0.12","ASIAN:0.01; BLACK:0.43; OTHER:0.03; UNKNOWN:0.06; WHITE:0.47","0-10:0; 11-20:0.001; 21-30:0.008; 31-40:0.007; 41-50:0.031; 51-60:0.086; 61-70:0.21; 71-80:0.302; 81+:0.356; UNKNOWN:NA","FEMALE:0.49; MALE:0.5; UNKNOWN:0.01",NA,"3398",NA,NA,NA,"pdf","Demographic and age data manually entered","07/13/20"
NA,"South Dakota","90608","7499",NA,NA,NA,"HISPANIC:1126; NH AI/AN:1206; NH ASIAN: 715; NH BLACK: 985; NH WHITE:2716; OTHER: 751","0-19:821; 20-29:1560; 30-39:1565; 40-49:1181; 50-59:1168; 60-69:692; 70-79:275; 80+:237; UNKNOWN:NA","FEMALE:3629; MALE:3870; UNKNOWN:0","109",NA,"0-19:0; 20-29:1; 30-39:5; 40-49:7; 50-59:12; 60-69:21; 70-79:15; 80+:48; UNKNOWN:NA","FEMALE:58; MALE:51; UNKNOWN:0",NA,"738",NA,"0-19:22; 20-29:54; 30-39:82; 40-49:97; 50-59:147; 60-69:150; 70-79:103; 80+:83; UNKNOWN:NA",NA,"manual",NA,"07/13/20"
NA,"Tennessee","1053424","65274; eth_hispanic:13963; eth_non_hispanic:31976; eth_unk:19335",NA,NA,NA,"AI/AN:    0; ASIAN:  721; BLACK:12883; MULTI:    0; OTHER:10012; UNKNOWN:14912; WHITE:26607","0-10:2969; 11-20:6740; 21-30:15610; 31-40:12710; 41-50:10458; 51-60:8130; 61-70:4694; 71-80:2422; 81+:1372; UNKNOWN:169","FEMALE:30763; MALE:33486; UNKNOWN:1025","749; eth_hispanic:73; eth_non_hispanic:666; eth_unk:10","AI/AN:  0; ASIAN: 12; BLACK:266; MULTI:  0; OTHER: 49; UNKNOWN:  6; WHITE:415","0-10:3; 11-20:0; 21-30:12; 31-40:14; 41-50:37; 51-60:76; 61-70:139; 71-80:226; 81+:242; UNKNOWN:0","FEMALE:330; MALE:418; UNKNOWN:1",NA,"3284",NA,NA,NA,"pdf",NA,"07/13/20"
8,"Texas","2540125","264313",NA,NA,NA,"ASIAN:  641; BLACK: 2915; HISPANIC:10110; OTHER:  133; UNKNOWN: 5327; WHITE: 6339","0-0:106; 1-9:477; 10-19:1244; 20-29:4710; 30-39:4707; 40-49:4532; 50-59:4244; 60-64:1688; 65-69:1226; 70-74:796; 75-79:601; 80+:1116; UNKNOWN:18","FEMALE:12227; MALE:12945; UNKNOWN:293","3235","ASIAN: 14; BLACK: 92; HISPANIC:210; OTHER:  1; UNKNOWN: 93; WHITE:310","0-0:0; 1-9:0; 10-19:0; 20-29:5; 30-39:12; 40-49:26; 50-59:77; 60-64:72; 65-69:82; 70-74:79; 75-79:83; 80+:284; UNKNOWN:0","FEMALE:297; MALE:420; UNKNOWN:3",NA,NA,NA,NA,NA,"arcgis + downloadable cs","recovered:136419; Lab Confirmed COVID-19 Patients Currently in Texas Hospitals:10405; Total Texas Staffed Hospital Beds:55632; Available Texas Hospital Beds:12066; Available Texas ICU Beds:984; Available Texas Ventilators:5245","07/13/20"
